MATCHED_ON	TITLE	CGP#	OCLC_035	OCLC_019	RECTYPE	BIBLVL	RECFORM	AGENCY_CLASS	SUDOC	ITEM#	PURL
norm_title;subject_650	The Mineral industry of Pennsylvania in ...	000327264	9505261		a	s	Print	I	I 28.94:P 38/		
norm_title	Fort Necessity National Battlefield, Pennsylvania.	000327407	9689449		a	m	Print	I	I 29.21:F 77 N/2/979	0650	
subject_651;norm_title;subject_650	Pennsylvania monthly local climatological data	000328126	10857379		a	s	Microfiche	C	C 55.286/6-40:	0274-E-38 (MF)	https://purl.fdlp.gov/GPO/LPS1384
subject_651;additional_creator_710;norm_title	Pennsylvania, 7.5 minute series (topographic) 	000328487	11396366		e	m	Print	I	I 19.81:(NOS.-LETTERS)/(ED.YR.)	619-M-38	
varying_title;norm_title;subject_650	Pennsylvania ZIP+4 state directory 	000328593	11530637	11638536;11834592	a	s	Print	P	P 1.10/9:66-05/		
additional_creator_710;varying_title;norm_title;subject_650	Water resources data for Pennsylvania	000328764	11758516		a	s	Microfiche	I	I 19.53/2:PA-	0619-E-38 (MF)	
norm_title;subject_650	Water resources development in Pennsylvania.	000329204	12711701	26691702	a	s	Print	D	D 103.35/38:	0335-A-38	
norm_title	Ground-water availability in the Genesee River Basin, New York and Pennsylvania 	000330155	14995151		e	m	Print	I	I 19.42/4:86-4048	624-B	
varying_title;norm_title;subject_650	Pennsylvania ZIP+4 state directory	000330410	15473068		a	s	Microfiche	P	P 1.10/9:66-05/	0839-A-05 (MF)	
norm_title;subject_650	Eisenhower :	000330672	15984431		a	m	Print	I	I 29.6/6:EI 8	0651	
additional_creator_710;norm_title;notes	Erie County, Pennsylvania 	000331617	17580806		e	m	Print	I	I 19.108:41079-H 6-CF-050/977	0619-P-38	
additional_creator_710;norm_title	Franklin County, Pennsylvania, 1979 	000331618	17581368	7870722	e	m	Print	I	I 19.108:39077-G 5-CF-050/980	0619-P-38	
additional_creator_710;norm_title	Luzerne County, Pennsylvania 	000331619	17581374		e	m	Print	I	I 19.81:40075-H 6-CF-050/980	0619-P-38	
additional_creator_710;norm_title	Crawford County, Pennsylvania 	000331620	17581578		e	m	Print	I	I 19.108:41079-E 6-CF-050/976	0619-P-38	
varying_title;norm_title;subject_650	Geohydrology and ground-water resources of Philadelphia, Pennsylvania 	000331985	18015574		a	m	Print	I	I 19.13:2346	625	
subject_651;norm_title	Pennsylvania 1:50,000 	000332276	18276353		e	m	Print	I	I 19.81/2:(NOS.-LETTERS)/(YR.)/(DATE)	619-M-38	
subject_651;additional_creator_710;norm_title	Pennsylvania, 7.5 minute series (topographic) 	000332685	18699675	10593245	e	m	Print	I	I 19.81:(NOS.-LETTERS)/(ED.YR.)	619-M-38	
varying_title;norm_title;subject_650	Community development :	000334262	19880651		a	m	Print	GA	GA 1.13:RCED-89-111	546-D (MF)	
varying_title;norm_title	Post-Pennsylvanian reactivation along the Washita Valley Fault, southern Oklahoma 	000335027	20416932		a	m	Print	Y	Y 3.N 88:25/5375	1051-H-11 (MF)	
norm_title;subject_650	Railroad city :	000338114	22389407		a	m	Print	I	I 29.74:AL 8	648-B	
norm_title;subject_650	Fayette County, Pennsylvania :	000338229	22422447		a	m	Print	I	I 29.74:F 29	648-B (MF)	
varying_title;norm_title;subject_650	Congress Hall, Capitol of the United States, 1790-1800 :	000338674	22450917		a	m	Print	I	I 29.9/5:147	649	
varying_title;norm_title;subject_650	Flood insurance study :	000338691	22454029		a	m	Print	FEM	FEM 1.209:422208	594-C-38 (MF)	
varying_title;norm_title;subject_650	Selected ground-water data, Chester County, Pennsylvania	000339226	22484216		a	m	Microfiche	I	I 19.76:87-217	624-H (MF)	
norm_title;subject_650	An Act to Permit the Transfer of the Obsolete Submarine U.S.S. Requin to the Carnegie Institute in Pittsburgh, Pennsylvania, before the Expiration of the 60-Day Waiting Period that Would Otherwise Be Applicable to the Transfer.	000339446	22501881		a	m	Print	AE	AE 2.110:101-269	575	
varying_title;norm_title;subject_650	Flood insurance study :	000339641	22522042		a	m	Print	FEM	FEM 1.209:421949	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000339662	22525952		a	m	Print	FEM	FEM 1.209:421770	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000339664	22525973		a	m	Print	FEM	FEM 1.209:422122	594-C-38 (MF)	
norm_title;subject_650	Delaware Water Gap :	000339825	22534360		a	m	Print	I	I 29.39:D 37/990	654	
norm_title;subject_650	Water quality data for precipitation and storm runoff in Pennypack Creek Basin, Philadelphia, Pennsylvania	000340744	22620257		a	m	Microfiche	I	I 19.76:86-140	624-H (MF)	
norm_title	Amending the Wild and Scenic Rivers Act to designate certain segments of the Delaware River in the states of Pennsylvania and New Jersey as components of the National Wild and Scenic Rivers System :	000340801	22631216		a	m	Print	Y	Y 1.1/8:101-683	1008-C, 1008-D (MF)	
subject_651;norm_title;subject_650	Allentown - Bethlehem - Easton Airport, Allentown, Pennsylvania :	000341232	22656195		a	m	Print	C	C 55.411/3:ODS 15	0192-A-02	
norm_title;subject_650	Amending the Wild and Scenic Rivers Act by designating certain segments of the Allegheny River in the state of Pennsylvania as a component of the National Wild and Scenic Rivers System, and for other purposes :	000341558	22698150		a	m	Print	Y	Y 1.1/8:101-781	1008-C, 1008-D (MF)	
additional_creator_710;varying_title;norm_title;subject_650	Streamflow and water-quality data for Little Clearfield Creek Basin, Clearfield County, Pennsylvania, December 1987 - November 1988	000342256	22741259		a	m	Microfiche	I	I 19.76:89-247	624-H (MF)	
norm_title	Isopach map of the interval from surface elevation to the top of the Pennsylvanian and Permian Minnelusa Formation and equivalents, Powder River Basin, Wyoming and Montana 	000342408	22747938		e	m	Print	I	I 19.113:MF-2140-A	619-G-11	
additional_creator_710;norm_title;subject_650	Hydrologic data for Indian Creek Basin, Fayette and Westmoreland counties, Pennsylvania, 1985-87	000342418	22752061		a	m	Microfiche	I	I 19.76:88-470	624-H (MF)	
additional_creator_710;varying_title;norm_title;subject_650	Evaluation of agricultural best-management practices in the Conestoga River headwaters, Pennsylvania	000342420	22752095		a	m	Microfiche	I	I 19.76:88-96	624-H (MF)	
varying_title;additional_creator_710;subject_650;subject_651;norm_title	Geologic map of the Wind Gap quadrangle, Northampton and Monroe counties, Pennsylvania 	000342728	22768303		e	m	Print	I	I 19.88:GQ-1645	619-G-5	
norm_title	Map showing contours on the top of the Pennsylvanian and Permian Minnelusa Formation and equivalents, Powder River Basin, Wyoming and Montana 	000342808	22772957		e	m	Print	I	I 19.113:MF-2140-B	619-G-11	
subject_651;norm_title;subject_650	Harrisburg International Airport - Olmsted Field, Middletown, Pennsylvania :	000342818	22773088		a	m	Print	C	C 55.411/3:ODS 188	0192-A-02	
subject_651;norm_title;subject_650	Altitude and configuration of the potentiometric surface in the Triassic sandstones and shales, northern Chester County, Pennsylvania, October 1989 through March 1990 	000343184	22829037		e	m	Print	I	I 19.42/4:90-4114/MAP	0624-B	
subject_650;varying_title;norm_title;notes	Draft general management plan environmental assessment :	000343523	22865553		a	m	Print	I	I 29.2:F 77 N/990	648	
varying_title;norm_title;subject_650	Flood insurance study :	000343679	22874100		a	m	Print	FEM	FEM 1.209:421585	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343680	22874145		a	m	Print	FEM	FEM 1.209:422409	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343682	22874192		a	m	Print	FEM	FEM 1.209:421356	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343685	22874245		a	m	Print	FEM	FEM 1.209:421651	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343688	22874354		a	m	Print	FEM	FEM 1.209:421195	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343689	22874398		a	m	Print	FEM	FEM 1.209:421548	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343690	22874440		a	m	Print	FEM	FEM 1.209:421545	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343691	22874481		a	m	Print	FEM	FEM 1.209:420223	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343692	22874534		a	m	Print	FEM	FEM 1.209:421460	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343694	22874579		a	m	Print	FEM	FEM 1.209:421046	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343697	22874625		a	m	Print	FEM	FEM 1.209:421336	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343699	22874675		a	m	Print	FEM	FEM 1.209:421327	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343712	22875297		a	m	Print	FEM	FEM 1.209:421353	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343714	22875383		a	m	Print	FEM	FEM 1.209:425385	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343715	22875477		a	m	Print	FEM	FEM 1.209:422249	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343716	22875558		a	m	Print	FEM	FEM 1.209:422323	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343806	22879133		a	m	Print	FEM	FEM 1.209:422610	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343809	22879246		a	m	Print	FEM	FEM 1.209:422595	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343810	22879265		a	m	Print	FEM	FEM 1.209:421156	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343812	22879314		a	m	Print	FEM	FEM 1.209:422296	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343813	22879316		a	m	Print	FEM	FEM 1.209:422086	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343814	22879337		a	m	Print	FEM	FEM 1.209:422079	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343816	22879376		a	m	Print	FEM	FEM 1.209:420812	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343817	22879412		a	m	Print	FEM	FEM 1.209:422029	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343819	22879437		a	m	Print	FEM	FEM 1.209:422000	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343820	22879460		a	m	Print	FEM	FEM 1.209:422123	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343821	22879487		a	m	Print	FEM	FEM 1.209:420847	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343823	22879522		a	m	Print	FEM	FEM 1.209:422150	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343825	22879557		a	m	Print	FEM	FEM 1.209:420310	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343826	22879564		a	m	Print	FEM	FEM 1.209:421032	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343829	22879642		a	m	Print	FEM	FEM 1.209:420460	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343830	22879702		a	m	Print	FEM	FEM 1.209:420484	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343832	22879781		a	m	Print	FEM	FEM 1.209:422089	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343857	22881559		a	m	Print	FEM	FEM 1.209:422172	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343858	22881593		a	m	Print	FEM	FEM 1.209:420301	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343859	22881633		a	m	Print	FEM	FEM 1.209:420120	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343861	22881653		a	m	Print	FEM	FEM 1.209:420112	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343862	22881710		a	m	Print	FEM	FEM 1.209:420265	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343876	22883334		a	m	Print	FEM	FEM 1.209:422266/989	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343941	22884251		a	m	Print	FEM	FEM 1.209:422640	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343945	22884326		a	m	Print	FEM	FEM 1.209:422591	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343947	22884371		a	m	Print	FEM	FEM 1.209:422028	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343950	22884404		a	m	Print	FEM	FEM 1.209:421624	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343951	22884432		a	m	Print	FEM	FEM 1.209:421556	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343953	22884466		a	m	Print	FEM	FEM 1.209:421551	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343955	22884501		a	m	Print	FEM	FEM 1.209:421462	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343956	22884540		a	m	Print	FEM	FEM 1.209:421348	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343958	22884565		a	m	Print	FEM	FEM 1.209:421345/989	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343961	22884629		a	m	Print	FEM	FEM 1.209:421300	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343963	22884654		a	m	Print	FEM	FEM 1.209:421255	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343965	22884687		a	m	Print	FEM	FEM 1.209:421190	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343988	22885093		a	m	Print	FEM	FEM 1.209:420960	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343989	22885101		a	m	Print	FEM	FEM 1.209:420804	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343990	22885109		a	m	Print	FEM	FEM 1.209:420338	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000343991	22885116		a	m	Print	FEM	FEM 1.209:420260	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344109	22894941		a	m	Print	FEM	FEM 1.209:420235	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344113	22894959		a	m	Print	FEM	FEM 1.209:420268	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344116	22894988		a	m	Print	FEM	FEM 1.209:420499	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344117	22895008		a	m	Print	FEM	FEM 1.209:421344	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344120	22895041		a	m	Print	FEM	FEM 1.209:421598	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344124	22895087		a	m	Print	FEM	FEM 1.209:422164	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344128	22895129		a	m	Print	FEM	FEM 1.209:422541	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344130	22895144		a	m	Print	FEM	FEM 1.209:422548	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344156	22895664		a	m	Print	FEM	FEM 1.209:422077	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344158	22895674		a	m	Print	FEM	FEM 1.209:421306	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344159	22895680		a	m	Print	FEM	FEM 1.209:420272	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344160	22895687		a	m	Print	FEM	FEM 1.209:420132	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344163	22895700		a	m	Print	FEM	FEM 1.209:420153	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344164	22895702		a	m	Print	FEM	FEM 1.209:422321	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344165	22895704		a	m	Print	FEM	FEM 1.209:420772	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344173	22901276		a	m	Print	FEM	FEM 1.209:420238	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344174	22901306		a	m	Print	FEM	FEM 1.209:420228	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344175	22901339		a	m	Print	FEM	FEM 1.209:420206/990	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344201	22901786		a	m	Print	FEM	FEM 1.209:421067	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344204	22901806		a	m	Print	FEM	FEM 1.209:421897	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344209	22901840		a	m	Print	FEM	FEM 1.209:421449	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344211	22901870		a	m	Print	FEM	FEM 1.209:421419	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344213	22901893		a	m	Print	FEM	FEM 1.209:421417	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344214	22901912		a	m	Print	FEM	FEM 1.209:421337	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344238	22902791		a	m	Print	FEM	FEM 1.209:421586	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344239	22902795		a	m	Print	FEM	FEM 1.209:420295	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344250	22903795		a	m	Print	FEM	FEM 1.209:420514	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344262	22903839		a	m	Print	FEM	FEM 1.209:420818	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344274	22903875		a	m	Print	FEM	FEM 1.209:420697	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344275	22903884		a	m	Print	FEM	FEM 1.209:420506	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344276	22903903		a	m	Print	FEM	FEM 1.209:420424	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344277	22903917		a	m	Print	FEM	FEM 1.209:420252	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344278	22903933		a	m	Print	FEM	FEM 1.209:420242	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344280	22903966		a	m	Print	FEM	FEM 1.209:420256	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344305	22905212		a	m	Print	FEM	FEM 1.209:421947	594-C-38 (MF)	
norm_title;subject_650	Blair County and Cambria County, Pennsylvania :	000344334	22906821		a	m	Print	I	I 29.74:B 57	648-B (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344344	22913052		a	m	Print	FEM	FEM 1.209:421752	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344345	22913059		a	m	Print	FEM	FEM 1.209:421656	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344346	22913062		a	m	Print	FEM	FEM 1.209:421576	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344347	22913069		a	m	Print	FEM	FEM 1.209:421575	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344349	22913082		a	m	Print	FEM	FEM 1.209:421571	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344351	22913099		a	m	Print	FEM	FEM 1.209:421437	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344352	22913107		a	m	Print	FEM	FEM 1.209:421428	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344353	22913119		a	m	Print	FEM	FEM 1.209:421380	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344354	22913137		a	m	Print	FEM	FEM 1.209:421215	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344355	22913153		a	m	Print	FEM	FEM 1.209:421186	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344357	22913182		a	m	Print	FEM	FEM 1.209:420912	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344359	22913203		a	m	Print	FEM	FEM 1.209:421124	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344360	22913214		a	m	Print	FEM	FEM 1.209:421159	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344392	22914198		a	m	Print	FEM	FEM 1.209:422506	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344393	22914216		a	m	Print	FEM	FEM 1.209:422445	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344395	22914233		a	m	Print	FEM	FEM 1.209:422268	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344396	22914251		a	m	Print	FEM	FEM 1.209:422198	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344397	22914263		a	m	Print	FEM	FEM 1.209:421936	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344399	22914285		a	m	Print	FEM	FEM 1.209:422510	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344431	22914622		a	m	Print	FEM	FEM 1.209:421078/989	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344432	22914667		a	m	Print	FEM	FEM 1.209:422160	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344435	22914691		a	m	Print	FEM	FEM 1.209:422104	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344438	22914711		a	m	Print	FEM	FEM 1.209:422043	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344439	22914729		a	m	Print	FEM	FEM 1.209:421690	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344442	22914775		a	m	Print	FEM	FEM 1.209:421587	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344490	22917598		a	m	Print	FEM	FEM 1.209:420230	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344491	22917603		a	m	Print	FEM	FEM 1.209:422072	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344527	22918053		a	m	Print	FEM	FEM 1.209:422629	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344529	22918128		a	m	Print	FEM	FEM 1.209:422085	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344531	22918156		a	m	Print	FEM	FEM 1.209:422042	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344536	22918282		a	m	Print	FEM	FEM 1.209:421325	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344539	22918336		a	m	Print	FEM	FEM 1.209:420815	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344541	22918354		a	m	Print	FEM	FEM 1.209:420814	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344543	22918377		a	m	Print	FEM	FEM 1.209:420778	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344546	22918406		a	m	Print	FEM	FEM 1.209:420690	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344548	22918435		a	m	Print	FEM	FEM 1.209:420490	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344551	22918470		a	m	Print	FEM	FEM 1.209:420353	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344553	22918498		a	m	Print	FEM	FEM 1.209:420317	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344554	22918528		a	m	Print	FEM	FEM 1.209:420220	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344555	22918553		a	m	Print	FEM	FEM 1.209:420216	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344584	22919627		a	m	Print	FEM	FEM 1.209:421474/988	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344585	22919639		a	m	Print	FEM	FEM 1.209:421687	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344606	22921631		a	m	Print	FEM	FEM 1.209:420240	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344673	22923659		a	m	Print	FEM	FEM 1.209:420139	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344674	22923666		a	m	Print	FEM	FEM 1.209:421204	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344675	22923676		a	m	Print	FEM	FEM 1.209:422148	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344686	22927186		a	m	Print	FEM	FEM 1.209:421349	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344687	22927191		a	m	Print	FEM	FEM 1.209:421193	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344688	22927193		a	m	Print	FEM	FEM 1.209:420666/990	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344740	22933277		a	m	Print	FEM	FEM 1.209:421445	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344741	22933307		a	m	Print	FEM	FEM 1.209:420239	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344845	22937702		a	m	Print	FEM	FEM 1.209:421691	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344848	22937739		a	m	Print	FEM	FEM 1.209:421703	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344849	22937777		a	m	Print	FEM	FEM 1.209:421741	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344850	22937803		a	m	Print	FEM	FEM 1.209:421742	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344852	22937839		a	m	Print	FEM	FEM 1.209:421744	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344855	22937916		a	m	Print	FEM	FEM 1.209:421106/989	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344859	22938074		a	m	Print	FEM	FEM 1.209:421909/990	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344860	22938143		a	m	Print	FEM	FEM 1.209:421256	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344864	22938184		a	m	Print	FEM	FEM 1.209:421257	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344865	22938224		a	m	Print	FEM	FEM 1.209:421499	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344866	22938269		a	m	Print	FEM	FEM 1.209:421513	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000344978	22949473		a	m	Print	FEM	FEM 1.209:421590	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000345012	22958931		a	m	Print	FEM	FEM 1.209:421530	594-C-38	
varying_title;norm_title;subject_650	Flood insurance study :	000345013	22958937		a	m	Print	FEM	FEM 1.209:421528	594-C-38 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000345014	22958940		a	m	Print	FEM	FEM 1.209:421472	594-C-38 (MF)	
