MATCHED_ON	TITLE	CGP#	OCLC_035	OCLC_019	RECTYPE	BIBLVL	RECFORM	AGENCY_CLASS	SUDOC	ITEM#	PURL
norm_title	Testing of indoor radon reduction techniques in central Ohio houses :	000379862	26916831		a	m	Print	EP	EP 1.89/2:600/S 8-90/050	431-L-12 (MF)	
norm_title;subject_650	Ohio timber products output--1989 	000380206	26961757		a	m	Microfiche	A	A 13.80:NE-121	0083-B-05 (MF)	
additional_creator_710;norm_title;subject_650	Soil survey of Licking County, Ohio 	000380228	26963209		a	m	Print	A	A 57.38:L 61/2	0102-B-35	
additional_creator_710;norm_title;subject_650	Soil survey of Brown County, Ohio 	000380233	26963442		a	m	Print	A	A 57.38:B 81/9	0102-B-35	
norm_title;notes	Ohio quadrangle, Texas, 1956 :	000381080	27021371		e	m	Print	I	I 19.81:31098-E 1-TF-024/956	619-M-43	
varying_title;norm_title	Stratigraphic framework of Cambrian and Ordovician rocks in the central Appalachian Basin from Lake County, Ohio, to Juniata County, Pennsylvania 	000381189	27027398		e	m	Print	I	I 19.91:I-2200	0619-G-08	
norm_title	Stratigraphic framework of Cambrian and Ordovician rocks in the central Appalachian basin from Morrow County, Ohio, to Pendleton County, West Virginia 	000381967	27075855		a	m	Print	I	I 19.3:1839-G-H	0620	
subject_651;norm_title;subject_650	Altitude of top of bedrock in the vicinity of Wright-Patterson Air Force Base, Ohio 	000381980	27076844		e	m	Print	I	I 19.42/4:92-4072	0624-B	
subject_651;varying_title;norm_title;notes	Malvern quadrangle, Ohio, 1960 :	000382098	27084092		e	m	Print	I	I 19.81:40081-F 2-TF-024/992	619-M-35	
subject_651;varying_title;norm_title;notes	Dellroy quadrangle, Ohio, 1959 :	000382103	27084133		e	m	Print	I	I 19.81:40081-E 2-TF-024/992	619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Springboro quadrangle, Ohio, 1965 :	000382108	27084193		e	m	Print	I	I 19.81:39084-E 2-TF-024/992	619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Mayfield Heights quadrangle, Ohio, 1963 :	000382112	27084229		e	m	Print	I	I 19.81:41081-E 4-TF-024/992	619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Franklin quadrangle, Ohio, 1965 :	000382116	27084275		e	m	Print	I	I 19.81:39084-E 3-TF-024/992	619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Batavia quadrangle, Ohio--Clermont Co., 1965 :	000382121	27084346		e	m	Print	I	I 19.81:39084-A 2-TF-024/992	619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Bethel quadrangle, Ohio, 1968 :	000382122	27084390		e	m	Print	I	I 19.81:38084-H 1-TF-024/992	619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Monroe quadrangle, Ohio, 1965 :	000382124	27084452		e	m	Print	I	I 19.81:39084-D 3-TF-024/992	619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Yellow Springs quadrangle, Ohio, 1968 :	000382126	27084513		e	m	Print	I	I 19.81:39083-G 8-TF-024/992	619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Tipp City quadrangle, Ohio, 1965 :	000382128	27084555		e	m	Print	I	I 19.81:39084-H 2-TF-024/992	619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Fairborn quadrangle, Ohio, 1965 :	000382130	27084599		e	m	Print	I	I 19.81:39084-G 1-TF-024/992	619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Lebanon quadrangle, Ohio--Warren Co., 1966 :	000382135	27084641		e	m	Print	I	I 19.81:39084-D 2-TF-024/992	619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Dayton North quadrangle, Ohio--Montgomery Co., 1965 :	000382138	27084688		e	m	Print	I	I 19.81:39084-G 2-TF-024/992	619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Trotwood quadrangle, Ohio--Montgomery Co., 1965 :	000382141	27084737		e	m	Print	I	I 19.81:39084-G 3-TF-024/992	619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Bellbrook quadrangle, Ohio, 1965 :	000382144	27084781		e	m	Print	I	I 19.81:39084-F 1-TF-024/991	619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Dayton South quadrangle, Ohio, 1966 :	000382149	27084910		e	m	Print	I	I 19.81:39084-F 2-TF-024/991	619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Wilmot quadrangle, Ohio, 1961 :	000382182	27088643		e	m	Print	I	I 19.81:40081-F 6-TF-024/992	619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Coshocton quadrangle, Ohio--Coshocton Co., 1961 :	000382187	27088710		e	m	Print	I	I 19.81:40081-C 7-TF-024/992	619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Perry quadrangle, Ohio, 1960 :	000382189	27088820		e	m	Print	I	I 19.81:41081-G 2-TF-024/992	619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Apple Grove quadrangle, Ohio--West Virginia, 1968 :	000382198	27089125		e	m	Print	I	I 19.81:38082-F 2-TF-024/987	619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	New Richmond quadrangle, Ohio--Kentucky, 1981 :	000382205	27089251		e	m	Print	I	I 19.81:38084-H 3-TF-024/992	619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Moscow quadrangle, Ohio--Kentucky, 1981 :	000382217	27089451		e	m	Print	I	I 19.81:38084-G 2-TF-024/992	619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Laurel quadrangle, Ohio--Kentucky, 1981 :	000382219	27089499		e	m	Print	I	I 19.81:38084-H 2-TF-024/992	619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Withamsville quadrangle, Ohio--Kentucky, 1983 :	000382224	27089555		e	m	Print	I	I 19.81:39084-A 3-TF-024	619-M-35	
varying_title;norm_title;subject_650	Ohio 	000382233	27089770		a	s	Print	I	I 28.37/A 2:OH 3/	0639-F-01	
norm_title;subject_650	Ohio hazardous waste incinerator	000382258	27091236		a	m	Microfiche	GA	GA 1.13:RCED-92-265 R	0546-D (MF)	
subject_651;varying_title;norm_title;subject_650	Development concept plan revision, environmental assessment, interpretive prospectus	000382317	27094981		a	m	Microfiche	I	I 29.79/3:P 41/DRAFT	0651-B-05 (MF)	
norm_title;subject_650	Ryan International Airlines DC-9-15, N565PC, loss of control on takeoff, Cleveland-Hopkins International Airport, Cleveland, Ohio, February 17, 1991	000382469	27117122		a	m	Microfiche	TD	TD 1.112:91/09	0982-I-09 (MF)	
norm_title	Selection of prey by walleyes in the Ohio waters of the central basin of Lake Erie, 1985-1987	000383004	27157382		a	m	Microfiche	I	I 49.66:182	0613-B (MF)	
varying_title;norm_title;subject_650	Flood insurance study	000383228	27165810		a	m	Microfiche	FEM	FEM 1.209:390195	0594-C-35 (MF)	
varying_title;norm_title;subject_650	Flood insurance study	000383231	27165928		a	m	Microfiche	FEM	FEM 1.209:390193/992	0594-C-35 (MF)	
varying_title;notes;additional_creator_710;subject_651;norm_title	Akron West quadrangle, Ohio, 1967 :	000383452	27182647		e	m	Print	I	I 19.81:41081-A 5-TF-024/992	0619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Salem quadrangle, Ohio, 1966 :	000383454	27182694		e	m	Print	I	I 19.81:40080-H 7-TF-024/992	0619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Bristolville quadrangle, Ohio, 1960 :	000383461	27182774		e	m	Print	I	I 19.81:41080-D 7-TF-024/992	0619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Hartville quadrangle, Ohio, 1960 :	000383462	27182815		e	m	Print	I	I 19.81:40081-H 3-TF-024/992	0619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Wellsville quadrangle, Ohio--West Virginia, 1960 :	000383464	27182871		e	m	Print	I	I 19.81:40080-E 6-TF-024/992	0619-M-35	
subject_610;norm_title;subject_650	Ohio State Auditors Office, Sharonville, Ohio.	000383531	27188251		a	m	Print	HE	HE 20.7102:H 33/8	0499-F-02	
norm_title;subject_650	Metropolitan Sewer District Mill Creek Facility, Cincinnati, Ohio.	000383534	27188441		a	m	Print	HE	HE 20.7102:H 33/10	0499-F-02	
subject_651;norm_title;subject_650	An Act to Permit the Secretary of the Interior to Acquire by Exchange Lands in the Cuyahoga National Recreation Area That Are Owned by the State of Ohio.	000383553	27188514		a	m	Print	AE	AE 2.110:102-431	0575	
varying_title;notes;additional_creator_710;subject_651;norm_title	Mentor quadrangle, Ohio, 1963 :	000383583	27189135		e	m	Print	I	I 19.81:41081-F 3-TF-024/992	0619-M-35	
norm_title;subject_650	Chapter 1 in Ohio	000383843	27202195		a	m	Microfiche	ED	ED 1.310/2:334010	0466-A-03 (MF)	
norm_title;subject_650	United States--Great Lakes, Lake Erie--Ohio, Huron Harbor 	000383917	27206655		e	m	Print	C	C 55.418/7:14843/992	0191-B-16	
subject_651;norm_title;subject_650	An Act to Establish the Dayton Aviation Heritage National Historical Park in the State of Ohio, and for Other Purposes.	000384568	27271949		a	m	Print	AE	AE 2.110:102-419	0575	
additional_creator_710;norm_title;subject_650	Soil survey of Trumbull County, Ohio 	000385423	27341461		a	m	Print	A	A 57.38:T 77	0102-B-35	
subject_651;varying_title;norm_title;subject_650	Development concept plan revision, interpretive prospectus :	000385561	27353042		a	m	Print	I	I 29.79/3:P 41/2	0651-B-05 (MF)	
norm_title	"Legislative update"	000386882	27457810		a	m	Microfiche	ED	ED 1.310/2:328750	0466-A-03 (MF)	
norm_title	"What's ahead for employment and training"	000386883	27457829		a	m	Microfiche	ED	ED 1.310/2:328751	0466-A-03 (MF)	
norm_title	Spacecraft fire safety	000386896	27459809		a	m	Microfiche	NAS	NAS 1.55:2476	0830-H-10 (MF)	
varying_title;notes;additional_creator_710;subject_651;norm_title	Damascus quadrangle, Ohio, 1966 :	000387319	27521925		e	m	Print	I	I 19.81:40080-H 8-TF-024/992	0619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Cleveland North quadrangle, Ohio--Cuyahoga Co., 1963 :	000387330	27522736		e	m	Print	I	I 19.81:41081-E 6-TF-024/992	0619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Eastlake quadrangle, Ohio, 1963 :	000387341	27526094		e	m	Print	I	I 19.81:41081-F 4-TF-024/992	0619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Killbuck quadrangle, Ohio, 1962 :	000387349	27527777		e	m	Print	I	I 19.81:40081-D 8-TF-024/992	619-M-35	
norm_title;subject_650	Geochemistry of selected oil and source rock samples from Cambrian and Ordovician strata, Ohio-West Virginia-Tennessee part of the Appalachian basin	000388055	27673978		a	m	Microfiche	I	I 19.76:91-434	0624-H (MF)	
varying_title;norm_title;subject_650	"The answer to my prayers"	000388682	27730400		a	m	Microfiche	ED	ED 1.310/2:336928	0466-A-03 (MF)	
subject_651;additional_creator_710;norm_title;subject_650	Distribution and variability of fecal-indicator bacteria in Scioto and Olentangy Rivers in the Columbus, Ohio, area 	000389301	27774955		a	m	Print	I	I 19.42/4:92-4130	0624-B	
varying_title;norm_title;subject_650	Current water-resources activities in Ohio	000390241	27844108		a	s	Microfiche	I	I 19.76:	0624-H (MF)	
varying_title;norm_title;subject_650	Final supplemental environmental impact statement	000390270	27846053		a	m	Microfiche	EP	EP 1.57/3:C 72/V.1-3/SUPP.	0431-I-55 (MF)	
norm_title;subject_650	Safety appraisal of the program to control and monitor worker internal radiation exposure at the Feed Materials Production Center, Fernald, Ohio :	000391130	27899919		a	m	Print	E	E 1.20/3:0086	0429-R (MF)	
norm_title;subject_650	Technical safety appraisal of the Feed Materials Production Center, Westinghouse Materials Company of Ohio	000391628	27923707		a	m	Microfiche	E	E 1.20/3:0092	0429-R (MF)	
varying_title;norm_title;subject_650	Flood insurance study	000391719	27924820		a	m	Microfiche	FEM	FEM 1.209:390352/993	0594-C-35 (MF)	
varying_title;norm_title;subject_650	Flood insurance study	000391721	27924864		a	m	Microfiche	FEM	FEM 1.209:390228	0594-C-35 (MF)	
varying_title;norm_title;subject_650	Flood insurance study	000391734	27924994		a	m	Microfiche	FEM	FEM 1.209:390229	0594-C-35 (MF)	
varying_title;norm_title;subject_650	Flood insurance study	000391886	27932959		a	m	Microfiche	FEM	FEM 1.209:390179	0594-C-35 (MF)	
norm_title;subject_650	History of special education in Ohio	000392065	27954587		a	m	Microfiche	ED	ED 1.310/2:331206	0466-A-03 (MF)	
norm_title	United States--Great Lakes, Lake Erie--Ohio Pennsylvania, Erie to Geneva 	000392134	27958287		e	m	Print	C	C 55.418/7:14828/992	0191-B-16	
subject_650;varying_title;norm_title;notes	Final environmental impact statement :	000392491	27988890		a	m	Print	EP	EP 1.57/3:C 59/2	0431-I-55 (MF)	
subject_651;varying_title;norm_title;notes	Bellefontaine, Ohio :	000392716	28003829		e	m	Print	I	I 19.110:40083-A 1-TM-100/992	0619-G-25	
subject_651;varying_title;norm_title;notes	Lima, Ohio--Indiana, 1986 :	000392718	28003875		e	m	Print	I	I 19.110:40084-E 1-TM-100/989	0619-G-25	
subject_651;varying_title;norm_title;notes	Defiance, Ohio--Indiana, 1986 :	000392724	28004046		e	m	Print	I	I 19.110:41084-A 1-TM-100/989	0619-G-25	
norm_title;subject_650	Supplemental services	000393045	28037185		a	m	Microfiche	ED	ED 1.310/2:330154	0466-A-03 (MF)	
subject_651;varying_title;norm_title;notes	Burlington quadrangle, Kentucky--Ohio, 1983 :	000393535	28084469		e	m	Print	I	I 19.81:39084-A 6-TF-024/991	0619-M-17	
subject_651;additional_creator_710;norm_title;subject_650	Hydrogeology, simulated ground-water flow, and ground-water quality, Wright-Patterson Air Force Base, Ohio 	000394209	28130952	1225703882	a	m	Print	I	I 19.42/4:93-4047	0624-B	
varying_title;norm_title;subject_650	Flood insurance study :	000394640	28160137		a	m	Print	FEM	FEM 1.209:390778	0594-C-35 (MF)	
norm_title	Abstracts of papers presented at the International Symposium on Applications of Biotechnology to Tree Culture, Protection and Utilization, Columbus, Ohio, August 5-8, 1991	000394707	28163687		a	m	Microfiche	A	A 13.88:NE-152	0083-B-06 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000394890	28172245		a	m	Print	FEM	FEM 1.209:390808	0594-C-35 (MF)	
varying_title;norm_title;subject_650	Flood insurance study :	000394894	28172310		a	m	Print	FEM	FEM 1.209:390445	0594-C-35 (MF)	
norm_title	Ohio handbook for the identification, evaluation, and placement of children with language problems	000395284	28207661		a	m	Microfiche	ED	ED 1.310/2:342198	0466-A-03 (MF)	
norm_title;subject_650	Ohio speaks	000395598	28235205		a	m	Microfiche	ED	ED 1.310/2:333670	0466-A-03 (MF)	
varying_title;norm_title;subject_650	Continuous-record networks for collection of hydrologic data in Ohio	000395805	28249705		a	m	Microfiche	I	I 19.76:92-152	0624-H (MF)	
norm_title;subject_650	Science and math education reform :	000396276	28276811		a	m	Print	Y	Y 4.G 74/9:S.HRG.102-1086	1037-C (MF)	
subject_610;norm_title;subject_650	Ohio University, Jennings home, Athens, Ohio.	000397073	28346907		a	m	Print	HE	HE 20.7125/2:92-139-2274	0499-F-16	
varying_title;norm_title;subject_650	U.S. Shoe, Cincinnati, Ohio.	000397089	28347015		a	m	Print	HE	HE 20.7125/2:91-270-2279	0499-F-16	
norm_title	Fourth Annual Thermal and Fluids Analysis Workshop	000397145	28348476		a	m	Microfiche	NAS	NAS 1.55:10106	0830-H-10 (MF)	
norm_title;subject_650	Warner Amex, Cincinnati, Ohio.	000397206	28353506		a	m	Print	HE	HE 20.7125/2:91-390-2270	0499-F-16	
additional_creator_710;norm_title;subject_650	Lithologic, natural-gamma, grain-size, and well-construction data for Wright-Patterson Air Force Base, Ohio	000397345	28363694		a	m	Microfiche	I	I 19.76:91-181	0624-H (MF)	
norm_title;subject_650	Siemens Energy and Automation, Inc., Norwood, Ohio.	000397504	28383825		a	m	Print	HE	HE 20.7125/2:91-305-2267	0499-F-16	
norm_title;subject_650	National Labor Relations Board, John Weld Peck Federal Building, Cincinnati, Ohio.	000397514	28384171		a	m	Print	HE	HE 20.7125/2:92-219-2266	0499-F-16	
norm_title;subject_650	Xomox Corporation, Blue Ash, Ohio.	000397516	28384220		a	m	Print	HE	HE 20.7125/2:91-326-2278	0499-F-16	
subject_610;norm_title;subject_650	Middletown Regional Hospital, Middletown, Ohio.	000397835	28434367		a	m	Print	HE	HE 20.7125/2:92-124-2289	0499-F-16	
subject_651;norm_title	A green shrouded miracle	000397959	28441033		a	m	Microfiche	I	I 29.2:AD 6/6	0648 (online)	https://purl.fdlp.gov/GPO/LPS115412
norm_title;subject_650	The Port of Louisville, Kentucky, ports on the Ohio River, miles 560-980, Cumberland and Green rivers 	000398272	28460425		a	m	Print	D	D 103.8:63/992	0340	
norm_title;subject_650	General Castings Co., Liberty Road Facility, Delaware, Ohio.	000398387	28469260		a	m	Print	HE	HE 20.7125/2:92-044-2265	0499-F-16	
subject_651;additional_creator_710;norm_title;notes	Wheeling quadrangle, West Virginia--Ohio, 1968 :	000398443	28473541		e	m	Print	I	I 19.81:40080-A 6-TF-024/992	0619-M-48	
norm_title;subject_650	Warren Correctional Institution, Lebanon, Ohio.	000399025	28524083		a	m	Print	HE	HE 20.7125/2:92-282-2297	0499-F-16	
subject_610;norm_title;subject_650	Ohio University, Athens, Ohio.	000399031	28524197		a	m	Print	HE	HE 20.7125/2:92-314-2308	0499-F-16	
subject_610;norm_title;subject_650	Ohio University, Athens, Ohio.	000399032	28524211		a	m	Print	HE	HE 20.7125/2:92-095-2317	0499-F-16	
norm_title;subject_650	Water resources data for Ohio	000399065	28527814		a	s	Microfiche	I	I 19.53/2:OH-	619-E-35 (microfiche)	
norm_title;subject_650	Iron Workers Union, Local 372, Cincinnati, Ohio.	000399193	28535724		a	m	Print	HE	HE 20.7125/2:91-392-2291	0499-F-16	
norm_title;subject_650	Air Transport International, Inc., flight 805, Douglas DC-8-63, N794AL loss of control and crash, Swanton, Ohio, February 15, 1992	000399251	28537787		a	m	Microfiche	TD	TD 1.112:92/05	0982-I-09 (MF)	
varying_title;notes;additional_creator_710;subject_651;norm_title	Cortland quadrangle, Ohio--Trumbull Co., 1961 :	000399301	28540924		e	m	Print	I	I 19.81:41080-C 6-TF-024/992	0619-M-35	
varying_title;notes;additional_creator_710;subject_651;norm_title	Lansing quadrangle, Ohio--Belmont Co., 1960 :	000399303	28541002		e	m	Print	I	I 19.81:40080-A 7-TF-024/992	0619-M-35	
norm_title	Ohio/Kentucky/TVA coal-fired utility SO₂ and NOx retrofit study	000399934	28590509		a	m	Microfiche	EP	EP 1.89/2:600/S 7-88/014	0431-L-12 (MF)	
norm_title;subject_650	Square D Company, Oxford, Ohio.	000400260	28618904		a	m	Print	HE	HE 20.7125/2:90-281-2319	0499-F-16	
varying_title;norm_title;subject_650	Greater Posrtsmouth [sic], Regional Airport, Portsmouth, Ohio :	000400662	28646707		a	m	Print	C	C 55.411/3:ODS 708	0192-A-02	
subject_610;varying_title;norm_title;subject_650	Tri-County North School, Lewisburg, Ohio.	000400770	28652124		a	m	Print	HE	HE 20.7125/2:93-011-2309	0499-F-16	
additional_creator_710;varying_title;norm_title;subject_650	Streamflow, water-quality, and biological data on streams in an area of longwall coal mining, southern Ohio, water years 1987-89	000401373	28704680		a	m	Microfiche	I	I 19.76:92-120	0624-H (MF)	
norm_title;subject_650	Food and Drug Administration, Cincinnati, Ohio.	000401596	28731242		a	m	Print	HE	HE 20.7125/2:92-261-2262	0499-F-16	
norm_title	Aeropropulsion '87	000402254	28786243		a	m	Microfiche	NAS	NAS 1.55:3049	0380-H-10 (MF)	
subject_651;varying_title;norm_title;notes	Marion, Ohio, 1986 :	000402321	28808598		e	m	Print	I	I 19.110:40083-E 1-TM-100/989	0619-G-25	
subject_651;varying_title;norm_title;notes	Findlay, Ohio, 1986 :	000402326	28809311		e	m	Print	I	I 19.110:41083-A 1-TM-100/990	0619-G-25	
subject_651;varying_title;norm_title;notes	Piqua, Ohio--Indiana, 1986 :	000402328	28810148		e	m	Print	I	I 19.110:40084-A 1-TM-100/989	0619-G-25	
norm_title;subject_650	Celebrezze federal building, Cleveland, Ohio.	000402337	28814628		a	m	Print	HE	HE 20.7125/2:92-269-2330	0499-F-16	
varying_title;norm_title;subject_650	General Castings-Power Street Facility, Cincinnati, Ohio.	000402410	28818800		a	m	Print	HE	HE 20.7125/2:92-092-2333	0499-F-16	
varying_title;norm_title;subject_650	Flood insurance study	000403049	28869906		a	m	Microfiche	FEM	FEM 1.209:390604	0594-C-35 (MF)	
varying_title;norm_title;subject_650	Flood insurance study	000403051	28869931		a	m	Microfiche	FEM	FEM 1.209:390424	0594-C-35 (MF)	
norm_title;subject_650	The University of Akron :	000403637	28916033		a	m	Print	D	D 101.2:AR 5/36	0325	
subject_651;norm_title;subject_650	Rapid water-level fluctuations in a thin colluvium landslide west of Cincinnati, Ohio 	000404241	28962428		a	m	Print	I	I 19.3:2059-C	0620	
norm_title;subject_650	Derailment of a CSX Transportation freight train and fire involving butane, Akron, Ohio, February 26, 1989	000404594	29019339		a	m	Microfiche	TD	TD 1.128:90/02	0982-I-09 (MF)	
norm_title;notes	United States--Great Lakes, Lake Erie--Ohio, Moss Point to Vermilion 	000405423	29209720		e	m	Print	C	C 55.418/7:14826/993	0191-B-16	
norm_title	The Ohio state 1991 geopotential and sea surface topography harmonic coefficient models	000405736	29263733		a	m	Microfiche	NAS	NAS 1.26:188628	0830-H-14 (MF)	
norm_title	Hydrogeology of the basal confining unit of the carbonate aquifer system in the midwestern basins and arches region of Indiana, Ohio, Michigan, and Illinois	000406632	29354901		e	m	Print	I	I 19.76:92-489	0624-H (MF)	
subject_651;varying_title;norm_title;subject_650	The Engineering of flight :	000406937	29386719		a	m	Print	I	I 29.74:EN 3	0648-B	
subject_651;norm_title;subject_650	Contribution of artesian water to progressive failure of the upper part of the Delhi Pike landslide complex, Cincinnati, Ohio 	000406938	29387936		a	m	Print	I	I 19.3:2059-D	0620	
norm_title;subject_650	Green Circle Growers, Inc., Oberlin, Ohio.	000407436	29424368		a	m	Print	HE	HE 20.7125/2:92-022-2327	0499-F-16	
norm_title;notes	United States--Great Lakes, Lake Erie--Ohio, Ashtabula to Chagrin River 	000407623	29440003		e	m	Print	C	C 55.418/7:14825/993	0191-B-16	
norm_title	Aeropropulsion '91	000407693	29449049		a	m	Microfiche	NAS	NAS 1.55:10063	0830-H-10 (MF)	
subject_651;additional_creator_710;norm_title;subject_650	Geologic setting and water quality of selected basins in the active coal-mining areas of Ohio, 1989-91, with a summary of water quality for 1985-91 	000408295	29502005	1225761926	a	m	Print	I	I 19.42/4:93-4094	0624-B	
subject_610;norm_title;subject_650	City of Lancaster, Division of Fire, Lancaster, Ohio.	000408411	29509724		a	m	Print	HE	HE 20.7125/2:92-0160-2360	0499-F-16	
subject_610;norm_title;subject_650	Saint Bernard Police Department, Saint Bernard, Ohio.	000408412	29509886		a	m	Print	HE	HE 20.7125/2:92-0034-2356	0499-F-16	
norm_title;subject_650	Big Bear Grocery Warehouse, Columbus, Ohio.	000408525	29514753		a	m	Print	HE	HE 20.7125/2:91-405-2340	0499-F-16	
norm_title	Computational Fluid Dynamics Symposium on Aeropropulsion	000408971	29551250		a	m	Microfiche	NAS	NAS 1.55:3078	0830-J-1 (MF)	
norm_title	High resolution, high frame rate video technology	000408972	29551251		a	m	Microfiche	NAS	NAS 1.55:3080	0830-H-10 (MF)	
subject_651;norm_title	Ohio :	000410332	29626145		e	m	Print	I	I 19.41/6-3:39082-MI-99 X/993	0619-M-35	
norm_title;subject_650	Commercial Steel Treating Company, Cleveland, Ohio.	000410412	29630206		a	m	Print	HE	HE 20.7125/2:92-0174-2363	0499-F-16	
norm_title;subject_650	Crown, Cork, and Seal Company, Inc., Cincinnati, Ohio.	000410442	29631823		a	m	Print	HE	HE 20.7125/2:93-0574-2365	0499-F-16	
norm_title	Nomination of Daniel W. Collins, of Ohio, to be a member of the Board of Directors of the National Railroad Passenger Corporation (Amtrak) :	000410487	29642595		a	m	Print	Y	Y 4.C 73/7:S.HRG.103-295	1041-B (MF)	
norm_title;subject_650	The General Castings Company, Curtis Street Facility, Delaware, Ohio.	000411897	29814993		a	m	Print	HE	HE 20.7125/2:92-0089-2368	0499-F-16	
varying_title;notes;additional_creator_710;subject_651;norm_title	Maysville West quadrangle, Kentucky--Ohio, 1961 :	000411946	29818323		e	m	Print	I	I 19.81:38083-F 7-TF-024/993	0619-M-17	
varying_title;notes;additional_creator_710;subject_651;norm_title	Kinsman quadrangle, Ohio--Pennsylvania, 1961 :	000411962	29821542		e	m	Print	I	I 19.81:41080-D 5-TF-024/993	0619-M-35	
norm_title;notes	Regional aspects of Pottsville and Allegheny stratigraphy and depositional environments, Ohio and Kentucky	000412302	29866589		a	m	Microfiche	I	I 19.76:92-558	0624-H (MF)	
norm_title;subject_650	Geohydrology of parts of Muhlenberg, Ohio, Butler, McLean, Todd, and Logan counties, Kentucky 	000412775	29898445	1225659933	a	m	Print	I	I 19.42/4:93-4077	0624-B	
norm_title;subject_650	Housing profile :	000412880	29907096		a	m	Print	C	C 3.215/20:91-4	0156-B-52	
norm_title	The Widespread November 21-23, 1992, tornado outbreak :	000413594	29983121		a	m	Print	C	C 55.20:T 63	0250-E-08	
norm_title;subject_650	Bryan Custom Plastics, Bryan, Ohio.	000415067	30136048		a	m	Print	HE	HE 20.7125/2:91-0341-2380	0499-F-16	
subject_650;norm_title;notes;subject_651	Wayne National Forest (Ironton Ranger District), Ohio, 1993 	000415446	30301776		e	m	Print	A	A 13.28:W 36/2/IRONTON/993	0080-G	
additional_creator_710;norm_title;subject_650	Linking patient needs and direct care skills :	000415484	30304727		a	m	Print	HE	HE 23.3002:P 27/ABST.	0447-A-01 (MF)	
norm_title;subject_650	Miamisburg, Ohio--July 8, 1986	000415542	30308945		a	m	Microfiche	TD	TD 1.112/7:87/01	0982-I-11 (MF)	
norm_title;subject_650	Tiger Team assessment of the Mound Plant, Miamisburg, Ohio.	000416065	30368695		a	m	Print	E	E 1.20/3:0117	429-R (MF)	
additional_creator_710;norm_title;subject_650	Soil survey of Morrow County, Ohio 	000416183	30376718		a	m	Print	A	A 57.38:M 83/5	0102-B-35	
varying_title;norm_title;subject_650	Flood insurance study	000416223	30378714		a	m	Microfiche	FEM	FEM 1.209:390843	0594-C-35 (MF)	
subject_610;norm_title	An Act to Designate the Federal Building Located at 100 East Fifth Street in Cincinnati, Ohio, as the "Potter Stewart United States Courthouse."	000416923	30442348		a	m	Print	AE	AE 2.110:103-214	0575	
norm_title;subject_650	Preliminary analysis of conodont occurrences in Pennsylvanian strata of Ohio and Kentucky	000416924	30442424		a	m	Microfiche	I	I 19.76:93-312	0624-H (MF)	
varying_title;norm_title;subject_650	Final environmental impact statement	000417440	30480643		a	m	Microfiche	E	E 2.11:0058 F	0429-V-03 (MF)	
norm_title;subject_650	Geophysical investigations of the western Ohio-Indiana region	000417562	30486009		a	m	Print	Y	Y 3.N 88:25/3145/V.-	1051-H-11 (MF)	
subject_610;varying_title;norm_title;subject_650	Tri-County North School, Lewisburg, Ohio.	000417671	30492615		a	m	Print	HE	HE 20.7125/2:94-0129-2397	0499-F-16	
subject_610;norm_title;subject_650	Princeton High School, Cincinnati, Ohio.	000417672	30492652		a	m	Print	HE	HE 20.7125/2:93-0737-2393	0499-F-16	
norm_title;subject_650	Kessler Studios, Loveland, Ohio.	000417673	30492667		a	m	Print	HE	HE 20.7125/2:92-0029-2392	0499-F-16	
