MATCHED_ON	TITLE	CGP#	OCLC_035	OCLC_019	RECTYPE	BIBLVL	RECFORM	AGENCY_CLASS	SUDOC	ITEM#	PURL
norm_title;varying_title;subject_650	Draft transportation plan environmental assessment :	000301497	20291400		a	m	Print	I	I 29.2:G 45/8	648	
norm_title	Idaho Panhandle national forests (Kaniksu National Forest) Idaho, Washington and Montana, 1988 :	000303650	20448817		e	m	Print	A	A 13.28:ID 1/10	80-G	
norm_title;subject_650	Fire ecology of western Montana forest habitat types 	000303672	16511571		a	m	Print	A	A 13.88:INT-223	83-B-6 (microfiche)	
norm_title;varying_title;subject_650	Powder River wilderness :	000304552	20569501		a	m	Print	I	I 1.98:P 87/4/WILD.	603-G	
norm_title;varying_title;additional_creator_710	Trends in selected water-quality characteristics, Flathead River at Flathead, British Columbia, and at Columbia Falls, Montana, water years, 1975-86 	000304597	20558902		a	m	Print	I	I 19.42/4:89-4054	624-B	
norm_title;additional_creator_710	Estimates of monthly streamflow characteristics at selected sites in the upper Missouri River Basin, Montana, base period water years 1937-86 	000304602	20432118		a	m	Print	I	I 19.42/4:89-4082	0624-B	
norm_title;varying_title;notes	Preliminary charts of selected structure & thickness maps and diagrams from the Powder River Basin, Wyoming & Montana	000304617	19581043		e	m	Print	I	I 19.76:86-385		
norm_title;varying_title;subject_650	Geologic map of the frontal fold and thrust zone in the Blacktail Mountains, Beaverhead County, Montana	000304638	20437553		e	m	Print	I	I 19.76:87-79	624-H (microfiche)	
norm_title	Geologic summary and hydrocarbon plays, Williston Basin, Montana, North and South Dakota, and Sioux Arch, South Dakota and Nebraska, U.S.	000304658	20547603		a	m	Microfiche	I	I 19.76:87-450-N	624-H (microfiche)	
norm_title;subject_651	7.5 minute series (topographic), [Montana].	000304759	11456407		e	m	Print	I	I 19.81:45112-H 8-TF-024/988	619-M-26	
norm_title;varying_title;subject_650	Map and visitors guide :	000304836	20501094		a	m	Print	I	I 49.44/2:B 54/989	612-C	
norm_title;varying_title;subject_650	Montana pilot bulletin.	000305070	20444535		a	s	Print	TD	TD 4.66:	431-A-26	
norm_title;subject_650	Modal compositions, whole-rock chemical data and normative mineralogy, and minor element data for rocks from alkaline intrusive complexes in northwestern Montana	000305933	20709087		a	m	Microfiche	I	I 19.76:87-368	624-H (MF)	
norm_title;subject_650	A review of the geology and petroleum resource potential of north central Montana	000305934	20685392		a	m	Microfiche	I	I 19.76:87-450-G	624-H (MF)	
norm_title;additional_creator_710	Arsenic and chloride data for five stream sites in the Madison River drainage, Montana, 1988	000305994	20725804		a	m	Microfiche	I	I 19.76:88-722	624-H (MF)	
norm_title;subject_651	Bridger, Montana--Wyoming :	000306035	20646693		e	m	Print	I	I 19.110:45108-A 1-TM-100	619-G-25	
subject_651;notes;norm_title;varying_title;subject_650	Dearborn River quadrangle, Montana, 1975 :	000306083	20692553		e	m	Print	I	I 53.11/4:47112-A 1-PL-100	619-G-16	
subject_651;notes;norm_title;varying_title;subject_650	Dearborn River quadrangle, Montana, 1975 :	000306091	20691396		e	m	Print	I	I 53.11/4-2:47112-A 1-PL-100	619-G-16	
norm_title;subject_650	Distribution, thickness, overburden, and structure contour maps of potentially recoverable lignite beds in the eastern part of the Fort Peck Indian Reservation, Montana	000307221	20857072		e	m	Print	I	I 19.76:87-674	624-H (MF)	
norm_title;additional_creator_710;subject_650	Supplemental arsenic data for selected streams in the Missouri River basin, Montana, 1987	000307222	20729790		a	m	Microfiche	I	I 19.76:87-697	624-H (MF)	
norm_title;subject_650	Diagrams showing proposed correlation and nomenclature of Eocene and Paleocene coal beds in the Birney 30ʹ x 60ʹ quadrangle, Big Horn, Rosebud, and Powder River counties, Montana 	000307245	17634354		e	m	Print	I	I 19.85:C-113	619-G-3	
norm_title;subject_650	Montana's timber supply :	000307777	19093612		a	m	Print	A	A 13.80:INT-40	83-B-5 (MF)	
norm_title	Joint Resolution to Designate November 8, 1989, as "Montana Centennial Day."	000307861	20964165		a	m	Print	AE	AE 2.110:101-141	575	
norm_title;subject_651;subject_650	Missoula International Airport, Missoula, Montana :	000307955	20986123		a	m	Print	C	C 55.411/3:ODS 266	0192-A-02	
norm_title;varying_title;subject_650	Flood insurance study :	000308296	20954440		a	m	Print	FEM	FEM 1.209:300095,300153	594-C-26 (MF)	
norm_title;varying_title;subject_651;subject_650	The ammonite Metengonoceras Hyatt, 1903, from the Mowry Shale (Cretaceous) of Montana and Wyoming 	000308446	20015919		a	m	Print	I	I 19.3:1787-L	0620	
norm_title	Reconnaissance stratigraphy of the Prichard Formation (Middle Proterozoic) and the early development of the Belt basin, Washington, Idaho, and Montana 	000308453	18523203		a	m	Print	I	I 19.16:1490	624	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308671	11419877	11379301	e	m	Print	I	I 19.81:45112-E 1-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308672	11419877	11379301	e	m	Print	I	I 19.81:45112-E 3-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308673	11419877	11379301	e	m	Print	I	I 19.81:45112-F 1-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308674	11419877	11379301	e	m	Print	I	I 19.81:45112-F 2-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308675	11419877	11379301	e	m	Print	I	I 19.81:45112-F 3-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308676	11419877	11379301	e	m	Print	I	I 19.81:45112-G 5-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308677	11419877	11379301	e	m	Print	I	I 19.81:45112-G 6-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308678	11419877	11379301	e	m	Print	I	I 19.81:45112-H 5-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308679	11419877	11379301	e	m	Print	I	I 19.81:45112-H 6-TF-024/989	619-M-26	
norm_title;subject_651	7.5 minute series (topographic), [Montana].	000308682	11419877	11379301	e	m	Print	I	I 19.81:45113-B 5-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308697	11419877	11379301	e	m	Print	I	I 19.81:46112-A 6-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308698	11419877	11379301	e	m	Print	I	I 19.81:46112-A 7-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308699	11419877	11379301	e	m	Print	I	I 19.81:46112-A 8-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308700	11419877	11379301	e	m	Print	I	I 19.81:46112-B 5-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308701	11419877	11379301	e	m	Print	I	I 19.81:46112-B 7-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308702	11419877	11379301	e	m	Print	I	I 19.81:46112-B 8-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308703	11419877	11379301	e	m	Print	I	I 19.81:46112-C 5-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308704	11419877	11379301	e	m	Print	I	I 19.81:46112-C 6-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308705	11419877	11379301	e	m	Print	I	I 19.81:46112-D 5-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308706	11419877	11379301	e	m	Print	I	I 19.81:46112-D 6-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308707	11419877	11379301	e	m	Print	I	I 19.81:46112-E 3-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308708	11419877	11379301	e	m	Print	I	I 19.81:46112-E 4-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308709	11419877	11379301	e	m	Print	I	I 19.81:46112-E 5-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308710	11419877	11379301	e	m	Print	I	I 19.81:46112-E 8-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308711	11419877	11379301	e	m	Print	I	I 19.81:46112-F 4-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308712	11419877	11379301	e	m	Print	I	I 19.81:46112-F 5-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308713	11419877	11379301	e	m	Print	I	I 19.81:46112-F 8-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308714	11419877	11379301	e	m	Print	I	I 19.81:46113-E 1-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308715	11419877	11379301	e	m	Print	I	I 19.81:46113-E 3-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308716	11419877	11379301	e	m	Print	I	I 19.81:46113-E 5-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308717	11419877	11379301	e	m	Print	I	I 19.81:46113-E 6-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308718	11419877	11379301	e	m	Print	I	I 19.81:46113-E 7-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308719	11419877	11379301	e	m	Print	I	I 19.81:46113-E 8-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308720	11419877	11379301	e	m	Print	I	I 19.81:46113-F 4-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308721	11419877	11379301	e	m	Print	I	I 19.81:46113-F 5-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308722	11419877	11379301	e	m	Print	I	I 19.81:46113-F 7-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000308723	11419877	11379301	e	m	Print	I	I 19.81:46113-F 8-TF-024/989	619-M-26	
norm_title;subject_651	7.5 minute series (topographic), [Montana].	000308735	11456407		e	m	Print	I	I 19.81:48104-A 1-TF-024/989	619-M-26	
norm_title;subject_651	7.5 minute series (topographic), [Montana].	000308736	11456407		e	m	Print	I	I 19.81:48104-A 2-TF-024/989	619-M-26	
norm_title;subject_651	7.5 minute series (topographic), [Montana].	000308737	11456407		e	m	Print	I	I 19.81:48104-A 3-TF-024/989	619-M-26	
norm_title;subject_651	7.5 minute series (topographic), [Montana].	000308738	11456407		e	m	Print	I	I 19.81:48104-A 4-TF-024/989	619-M-26	
norm_title;subject_651	7.5 minute series (topographic), [Montana].	000308739	11456407		e	m	Print	I	I 19.81:48104-A 5-TF-024/989	619-M-26	
norm_title;subject_651	7.5 minute series (topographic), [Montana].	000308740	11456407		e	m	Print	I	I 19.81:48104-A 6-TF-024/989	619-M-26	
norm_title;subject_651	7.5 minute series (topographic), [Montana].	000308741	11456407		e	m	Print	I	I 19.81:48104-A 8-TF-024/989	619-M-26	
norm_title;subject_651	7.5 minute series (topographic), [Montana].	000308742	11456407		e	m	Print	I	I 19.81:48104-B 1-TF-024/989	619-M-26	
norm_title;subject_651	7.5 minute series (topographic), [Montana].	000308743	11456407		e	m	Print	I	I 19.81:48104-B 7-TF-024/989	619-M-26	
norm_title;subject_651	7.5 minute series (topographic), [Montana].	000308744	11456407		e	m	Print	I	I 19.81:48104-B 8-TF-024/989	619-M-26	
norm_title;subject_651	7.5 minute series (topographic), [Montana].	000308745	11456407		e	m	Print	I	I 19.81:48104-C 5-TF-024/988	619-M-26	
norm_title;subject_651	7.5 minute series (topographic), [Montana].	000308746	11456407		e	m	Print	I	I 19.81:48104-C 6-TF-024/988	619-M-26	
norm_title;subject_651	7.5 minute series (topographic), [Montana].	000308747	11456407		e	m	Print	I	I 19.81:48104-C 7-TF-024/988	619-M-26	
norm_title;subject_651	7.5 minute series (topographic), [Montana].	000308748	11456407		e	m	Print	I	I 19.81:48104-D 4-TF-024/989	619-M-26	
norm_title;subject_651	7.5 minute series (topographic), [Montana].	000308749	11456407		e	m	Print	I	I 19.81:48104-D 5-TF-024/988	619-M-26	
norm_title;subject_651	7.5 minute series (topographic), [Montana].	000308750	11456407		e	m	Print	I	I 19.81:48104-F 4-TF-024/988	619-M-26	
norm_title;subject_651	7.5 minute series (topographic), [Montana].	000308751	11456407		e	m	Print	I	I 19.81:48104-F 5-TF-024/989	619-M-26	
norm_title;subject_651	7.5 minute series (topographic), [Montana].	000308752	11456407		e	m	Print	I	I 19.81:48105-A 1-TF-024/989	619-M-26	
norm_title;subject_651	7.5 minute series (topographic), [Montana].	000308753	11456407		e	m	Print	I	I 19.81:48105-A 2-TF-024/989	619-M-26	
norm_title;subject_651	7.5 minute series (topographic), [Montana].	000308754	11456407		e	m	Print	I	I 19.81:48105-A 7-TF-024/989	619-M-26	
norm_title;subject_651	7.5 minute series (topographic), [Montana].	000308755	11456407		e	m	Print	I	I 19.81:48105-F 7-TF-024/988	619-M-26	
norm_title;varying_title;subject_650	Lolo National Forest, Montana, 1987 :	000309274	21140028		e	m	Print	A	A 13.28:L 83/4	80-G	
norm_title;subject_651;subject_650	Great Falls International Airport, Great Falls, Montana :	000309452	21027121		a	m	Print	C	C 55.411/3:ODS 177	0192-A-02	
norm_title;varying_title;subject_650	Flood insurance study :	000309887	15324483		a	m	Print	FEM	FEM 1.209:300078/V.1-2/987	594-C-26 (MF)	
norm_title;subject_651;additional_creator_710;subject_650	Estimates of mean monthly streamflow for selected sites in the Musselshell River Basin, Montana, base period water years 1937-86 	000310129	21025868		a	m	Print	I	I 19.42/4:89-4165	0624-B	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000310369	11419877	11379301	e	m	Print	I	I 19.81:45111-A 6-TF-024/988	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000310370	11419877	11379301	e	m	Print	I	I 19.81:45112-E 4-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000310371	11419877	11379301	e	m	Print	I	I 19.81:45113-C 2-TF-024/988	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000310376	11419877	11379301	e	m	Print	I	I 19.81:46112-F 3-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000310377	11419877	11379301	e	m	Print	I	I 19.81:46113-F 6-TF-024/989	619-M-26	
norm_title;subject_650	Deer & waterfowl hunting regulations :	000310538	21127398		a	m	Print	I	I 49.44/2:D 36/3	612-C	
norm_title;subject_650	Birds of Lee Metcalf National Wildlife Refuge, Montana.	000310540	21103925		a	m	Print	I	I 49.44/2:L 51/2	612-C	
norm_title;subject_651;subject_650	Yellowstone Airport, West Yellowstone, Montana :	000311289	21203123		a	m	Print	C	C 55.411/3:ODS 632	0192-A-02	
norm_title;varying_title;subject_650	Flood insurance study :	000311629	21203530		a	m	Print	FEM	FEM 1.209:300004	594-C-26 (MF)	
norm_title;varying_title;subject_650	Flood insurance study :	000311630	21171888		a	m	Print	FEM	FEM 1.209:300054	594-C-26 (MF)	
norm_title;varying_title;subject_650	Indian health :	000311673	21255790		a	m	Print	GA	GA 1.13:HRD-86-68 FS	546-D (MF)	
norm_title	Petrology of the noritic and gabbronoritic rocks below the J-M Reef in the Mountain View area, Stillwater Complex, Montana 	000311795	20393636	21588084	a	m	Print	I	I 19.3:1674-C	0620	
norm_title;subject_651;subject_650	Late Quaternary glacial and vegetative history of the Glacier National Park region, Montana 	000311803	20320520		a	m	Print	I	I 19.3:1902	0620	
norm_title;subject_650	Precambrian geology and bedded iron deposits of the southwestern Ruby Range, Montana 	000311814	18684869		a	m	Print	I	I 19.16:1495	624	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000311954	11419877	11379301	e	m	Print	I	I 19.81:46112-E 6-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000311955	11419877	11379301	e	m	Print	I	I 19.81:46112-E 7-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000311956	11419877	11379301	e	m	Print	I	I 19.81:46112-F 6-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000311957	11419877	11379301	e	m	Print	I	I 19.81:46112-F 7-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000311958	11419877	11379301	e	m	Print	I	I 19.81:46113-E 2-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000311959	11419877	11379301	e	m	Print	I	I 19.81:46113-E 4-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000311960	11419877	11379301	e	m	Print	I	I 19.81:46113-F 1-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000311961	11419877	11379301	e	m	Print	I	I 19.81:46113-F 2-TF-024/989	619-M-26	
norm_title;varying_title;subject_650	Flood insurance study :	000313034	21350107		a	m	Print	FEM	FEM 1.209:300023/V.-	594-C-26 (MF)	
norm_title;varying_title;subject_650	Surficial geologic map of Glacier National Park, Montana 	000313526	21349059		e	m	Print	I	I 19.91:I-1508-D/990	619-G-8	
norm_title;varying_title;subject_650	Geologic map of the Sphinx Mountain quadrangle and adjacent parts of the Cameron, Cliff Lake, and Hebgen Dam quadrangles, Montana 	000313529	21243295		e	m	Print	I	I 19.91:I-1815	0619-G-08	
norm_title;varying_title;subject_650	Geologic map of the Three Bar Ranch quadrangle, Montana and Wyoming 	000313545	21438998		e	m	Print	I	I 19.91:I-2016	619-G-8	
norm_title;varying_title;subject_650	Geologic map and distribution of heavy minerals in Tertiary rocks of the Birney 30ʹ x 60ʹ quadrangle, Big Horn, Rosebud, and Powder River counties, Montana 	000313546	21351800		e	m	Print	I	I 19.91:I-2019/990	619-G-8	
norm_title;varying_title;subject_650	Geologic map and distribution of heavy minerals in Tertiary rocks of the Sheridan 30ʹ x 60ʹ quadrangle, Wyoming and Montana 	000313547	21242588		e	m	Print	I	I 19.91:I-2020	619-G-8	
norm_title;varying_title;notes;subject_651	Ashton, Idaho--Wyoming--Montana, 1989 :	000313580	21325054		e	m	Print	I	I 19.110:44111-A 1-TM-100/989	619-G-25	
norm_title;varying_title;notes;subject_651	Billings, Montana, 1989 :	000313589	21326135		e	m	Print	I	I 19.110:45108-E 1-TM-100/989	619-G-25	
norm_title;varying_title;notes;subject_651	Red Lodge, Montana--Wyoming, 1989 :	000313590	21325170		e	m	Print	I	I 19.110:45109-A 1-TM-100/989	619-G-25	
norm_title	Map showing quaternary and late tertiary terraces of the lower Bighorn River, Montana 	000313609	21348966		e	m	Print	I	I 19.113:MF-2094	619-G-11	
norm_title;varying_title;subject_651;subject_650	1:100 000-scale metric topographic map of Baker, Montana--North Dakota, 1981 :	000313680	21433041		e	m	Print	I	I 53.11/4:46104-A 1-TM-100/988	619-G-16	
norm_title;varying_title;subject_651;subject_650	Philipsburg quadrangle, Montana, 1976 :	000313681	21433140		e	m	Print	I	I 53.11/4:46113-A 1-PL-100/989	619-G-16	
norm_title;varying_title;subject_651;subject_650	1:100 000-scale metric topographic map of Baker, Montana--North Dakota, 1981 :	000313690	21433053		e	m	Print	I	I 53.11/4-2:46104-A 1-TM-100/988	619-G-16	
subject_651;notes;norm_title;varying_title;subject_650	Sand Springs quadrangle, Montana, 1988 :	000313691	21433105		e	m	Print	I	I 53.11/4-2:47107-A 1-PL-100/988	619-G-16	
norm_title;varying_title;subject_651;subject_650	Fort Peck Lake West quadrangle, Montana, 1988 :	000313692	21433122		e	m	Print	I	I 53.11/4-2:47107-E 1-TM-100/988	619-G-16	
norm_title	Hydrology of the Powder River alluvium between Sussex, Wyoming, and Moorhead, Montana 	000314843	21579380		a	m	Print	I	I 19.42/4:89-4002	0624-B	
norm_title;subject_650	Streamflow characteristics of small tributaries of Rock Creek, Milk River Basin, Montana, base period water years 1983-87 	000314852	21369115		a	m	Print	I	I 19.42/4:89-4206	0624-B	
norm_title;subject_651;additional_creator_710;subject_650	Pesticides in soils and ground water in selected irrigated agricultural areas near Havre, Ronan, and Huntley, Montana 	000314853	21538154		a	m	Print	I	I 19.42/4:90-4023	0624-B	
norm_title;varying_title	Historical water-quality data for the Clark Fork (River) and the mouths of selected tributaries, western Montana	000314870	21579281		a	m	Microfiche	I	I 19.76:85-168	624-H (MF)	
norm_title;subject_650	Station descriptions and availability of discharge and water-quality data through 1985 for eastern Montana stream sites not included in the National Water Data Exchange Program	000314938	21545287		a	m	Microfiche	I	I 19.76:87-770	624-H (MF)	
norm_title;additional_creator_710	Water-quality data (July 1986 through September 1987) and statistical summaries (March 1985 through September 1987) for the Clark Fork and selected tributaries from Deer Lodge to Missoula, Montana	000314968	21542924		a	m	Microfiche	I	I 19.76:88-308	624-H (MF)	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000315244	11419877	11379301	e	m	Print	I	I 19.81:45112-F 2-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000315245	11419877	11379301	e	m	Print	I	I 19.81:45112-F 4-TF-024/989	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000315246	11419877	11379301	e	m	Print	I	I 19.81:45113-A 1-TF-024/988	619-M-26	
norm_title;varying_title;notes;subject_651	7.5 minute series (topographic), [Montana].	000315251	11419877	11379301	e	m	Print	I	I 19.81:46112-B 6-TF-024/989	619-M-26	
norm_title;subject_651	7.5 minute series (topographic), [Montana].	000315252	11456407		e	m	Print	I	I 19.81:48104-A 7-TF-024/989	619-M-26	
norm_title;subject_651	7.5 minute series (topographic), [Montana].	000315253	11456407		e	m	Print	I	I 19.81:48104-B 6-TF-024/989	619-M-26	
norm_title;subject_651	7.5 minute series (topographic), [Montana].	000315254	11456407		e	m	Print	I	I 19.81:48104-E 3-TF-024/988	619-M-26	
norm_title;subject_650	Geologic maps, cross section, and photographs of the central part of Glacier National Park, Montana 	000315312	21310111		e	m	Print	I	I 19.91:I-1508-B	619-G-8	
norm_title;subject_650	Anselmo mineyard :	000315375	20510621		a	m	Print	I	I 29.117/3:AN 8	648-P-1	
norm_title;varying_title;subject_650	Map and visitors guide :	000315379	21553740		a	m	Print	I	I 49.6/2:B 54/990	612-E	
norm_title;subject_651	Trade between Montana and the Pacific Rim :	000315767	21549598		a	m	Print	Y	Y 4.F 49:S.HRG.101-542	1038-A, 1038-B (MF)	
norm_title;additional_creator_710;subject_650	Soil survey of Madison County area, Montana 	000315938	21793046		a	m	Print	A	A 57.38:M 26/14	102-B-26	
norm_title;additional_creator_710;subject_650	Methods for estimating magnitude and frequency of floods in Montana based on data through 1983 	000316331	13765859		a	m	Print	I	I 19.42/4:86-4027	624-B (MF)	
norm_title;subject_650	The Continental Divide National Scenic Trail :	000317495	20668278		a	m	Print	A	A 13.2:C 76/22	84	
norm_title;varying_title;subject_650	Flood insurance study :	000318130	22066041		a	m	Print	FEM	FEM 1.209:300051	594-C-26 (MF)	
norm_title;varying_title;subject_650	Flood insurance study :	000318131	22098164		a	m	Print	FEM	FEM 1.209:300144	594-C-26 (MF)	
norm_title;subject_651;subject_650	Evaluation of coal resources in the eastern part of the Fort Peck Indian Reservation, Montana 	000318252	19553457	315594831	a	m	Print	I	I 19.3:1869	0620	
notes;norm_title;varying_title;additional_creator_710;subject_650	Map showing location of wells in the statewide observation well network in Montana through 1985 	000318313	22101860		e	m	Print	I	I 19.76:86-554	624-H (MF)	
norm_title;subject_650	Compilation of references applicable to the prelimary [i.e., preliminary] mineral resource assessment of the Elk City 1⁰ by 2⁰ quadrangle, Idaho and Montana	000318370	21921880		a	m	Microfiche	I	I 19.76:88-282	624-H (MF)	
norm_title;subject_650	Map showing locations of mines and prospects in the Dillon 1⁰ x 2⁰ quadrangle, Idaho and Montana 	000318578	21211364		e	m	Print	I	I 19.91:I-1803-C	619-G-8	
norm_title;varying_title;notes;subject_651	Ennis, Montana--Wyoming, 1989 :	000318612	21981120		e	m	Print	I	I 19.110:45111-A 1-TM-100/989	619-G-25	
norm_title;subject_650	Profile of fish and wildlife resources administered by Bureau of Land Management :	000318678	22044530		a	m	Print	I	I 53.2:P 94/MONTANA	631	
norm_title;varying_title;subject_650	1:100 000-scale metric topographic map of Missoula West, Montana--Idaho, 1981 :	000318690	22123273		e	m	Print	I	I 53.11/4:46114-A 5-TM-100/990	619-G-16	
norm_title;varying_title;subject_650	1:100 000-scale metric topographic map of Missoula West, Montana--Idaho, 1981 :	000318692	22123108		e	m	Print	I	I 53.11/4-2:46114-A 5-TM-100/990	619-G-16	
norm_title;subject_650	Conrad, Montana, 1984 :	000318693	22123065		e	m	Print	I	I 53.11/4-2:48111-A 1-TM-100/989	619-G-16	
norm_title;subject_650	Winter use plan environmental assessment :	000320543	22245732		a	m	Print	I	I 1.98:Y 3/2/DRAFT	603-G	
norm_title;subject_651;subject_650	Sulfide inclusions within the B chromitite, Stillwater Complex, Montana 	000320545	18192327	503946367	a	m	Print	I	I 19.3:1674-D	0620	
norm_title;subject_651;subject_650	Mineral resources of the Elkhorn Wilderness Study Area, Broadwater and Jefferson counties, Montana 	000320549	16872913		a	m	Print	I	I 19.3:1805	0620	
norm_title;varying_title	Geologic map of the Powder River Basin and surrounding area, Wyoming, Montana, South Dakota, North Dakota, and Nebraska 	000320892	21493568		e	m	Print	I	I 19.113:MF-2095	619-G-11	
norm_title;varying_title;subject_650	Argenta to Bannack, Beaverhead County, Montana	000322621	22409426		a	m	Microfiche	I	I 19.76:88-412	624-H (MF)	
norm_title;subject_651	7.5 minute series (topographic), [Montana].	000322827	11456407		e	m	Print	I	I 19.81:46113-H 7-TF-024/976	619-M-26	
norm_title	Isopach maps, perspective projections, and correlation diagrams of the Paleocene Flowers-Goodale coal resource unit in the northern Powder River Basin, Birney and Broadus 30ʹ x 60ʹ quadrangles, Montana-Wyoming 	000322854	22291153		e	m	Print	I	I 19.85:C-136-A	619-G-3	
norm_title;varying_title;subject_650	Transportation plan :	000322899	22349198		a	m	Print	I	I 29.2:G 45/11	648	
norm_title;varying_title;subject_650	Water resources data for Montana.	000323800	1163030		a	s	Print	I	I 19.53/2:MT-		
norm_title	Plains Indian sign language :	000325531	5397615		a	m	Print	I	I 1.84:P 69/5	0603-E	
norm_title;subject_651;subject_650	County business patterns, Montana.	000326191	7589590	18082065;1053801334;1057065804;1114926686	a	s	Print	C	C 3.204/3-28:	0133-A-26 (online)	
norm_title;additional_creator_710;subject_650	Montana water supply outlook 	000326646	8481475		a	s	Print	A	A 57.46/3:	102-B-26	
norm_title;varying_title;subject_650	Water resources data for Montana	000326752	8712261		a	s	Microfiche	I	I 19.53/2:MT-	0619-E-26 (MF)	
