MATCHED_ON_CODE	MATCHED_ON_MARC	TITLE	CGP	OCLC_035	OCLC_019	RECORD_TYPE_TEXT	RECORD_TYPE_CODE	RECORD_FORMAT_TEXT	RECORD_FORMAT_CODE	BIB_LEVEL_TEXT	BIB_LEVEL_CODE	AGENCY_CLASS_1	AGENCY_CLASS_2	AGENCY_CLASS_3	AGENCY_NAME_1	AGENCY_NAME_2	AGENCY_NAME_3	SUDOC_1	SUDOC_2	SUDOC_3	ITEM_NUMBER_1	ITEM_NUMBER_2	ITEM_NUMBER_3	PUB_DATE	SHIPPING_LIST	ONLINE_EQUIV	ONLINE_EQUIV_OCLC	PURL_1	PURL_2	PURL_3	URL_1	URL_2	URL_3
Subject added entry--topical term; Title statement; Name of publisher, distributor, etc.; Varying form of title	650; 245; 260/264$b; 246	Serving students with significant disabilities in two-year colleges: Center for Special Needs, Milwaukee Area Technical College, Milwaukee, Wisconsin	000541484	49296884		Language material	a	Microfiche	b	Monograph/item	m	ED			Department of Education			ED 1.310/2:447638	ED 1.310/2:447638		0466-A-03 (MF)			2000	2001-0483-M.	FALSE							
Title statement	245	Report of the Intelligent Consumption Project: a collaborative project of the Wisconsin Academy of Sciences, Arts and Letters and the USDA Forest Service, Forest Products Laboratory	000541525	49305812		Language material	a	Electronic	s	Monograph/item	m	A			Department of Agriculture			A 13.27/2:IN 8/3			0085-A (online)			2001		FALSE		https://purl.fdlp.gov/GPO/LPS18157					
Subject added entry--topical term; Title statement	650; 245	Cat Islands, Green Bay Harbor, Wisconsin	000541825	49354574		Language material	a	Microfiche	b	Monograph/item	m	D			Department of Defense			D 101.82:C 28/DRAFT	D 101.82:C 28/DRAFT		0325-F-07 (MF)			1999	2002-0093-M.	FALSE							
Title statement; Subject added entry--geographic name	245; 651	Dundee quadrangle, Wisconsin: 7.5 minute series (topographic)	000542174	49499048		Cartographic material	e	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.81:43088-F 2-TF-024/999	I 19.81:43088-F 2-TF-024/999		0619-M-49			2001		FALSE							
Title statement; Subject added entry--geographic name	245; 651	Kewaskum quadrangle, Wisconsin: 7.5 minute series (topographic)	000542175	49499140		Cartographic material	e	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.81:43088-E 2-TF-024/2000	I 19.81:43088-E 2-TF-024/2000		0619-M-49			2001		FALSE							
Subject added entry--topical term; Title statement; Added entry--corporate name	650; 245; 710	Simulation of fish, mud, and Crystal lakes and the shallow ground-water system, Dane County, Wisconsin	000542183	49502122		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:02-4014			0624-B			2002		FALSE							
Subject added entry--topical term; Title statement; Added entry--corporate name	650; 245; 710	Soil survey of Jackson County, Wisconsin	000542987	49698306		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38/49:J 13			0102-B-49			2001	2002-0160-P.	FALSE							
General note; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 650; 245; 710	Hydrology and water quality of Geneva Lake, Walworth County, Wisconsin	000542988	49698411		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:02-4039			0624-B			2002	2002-0177-P.	FALSE		https://purl.fdlp.gov/GPO/LPS100237					
Subject added entry--topical term; Title statement; Added entry--corporate name	650; 245; 710	Hydrologic investigation of Powell Marsh and its relation to Dead Pike Lake, Vilas County, Wisconsin	000543270	49761515		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:02-4034			0624-B			2002	2002-0192-P.	FALSE							
Title statement	245	Proceedings, Land Type Associations Conference: Development and Use in Natural Resources Management, Planning and Research, April 24-26, 2001, University of Wisconsin, Madison, Wisconsin	000544219	50014894		Language material	a	Electronic	s	Monograph/item	m	A			Department of Agriculture			A 13.88:NE-294	A 13.88:NE-294		0083-B-06 (online)			2001		FALSE		https://purl.fdlp.gov/GPO/LPS19794					
Subject added entry--topical term; Title statement	650; 245	United States--Great Lakes, Lake Michigan--Wisconsin, Manitowoc and Sheboygan	000544368	50035883		Cartographic material	e	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 55.418/7:14922/2002	C 55.418/7:14922/2002		0191-B-16			2002	2002-0033-S.	FALSE							
Title statement	245	Estimated water withdrawals, water use, and water consumption in Illinois, Indiana, Iowa, Kentucky, Michigan, Missouri, and Wisconsin, 1950-95	000544553	50065683		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:01-4116			0624-B	0624-B (online)		2002	2002-0221-P.	FALSE		https://purl.fdlp.gov/GPO/LPS68821					
Subject added entry--topical term; Title statement	650; 245	Camping, Nicolet National Forest: a guide to campgrounds in the Nicolet National Forest, Wisconsin	000544797	50134372		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 13.36/2:C 15/4/2002			0086-C			2002	2002-0222-P.	FALSE							
Title statement; Varying form of title	245; 246	Water-quality and aquatic-community characteristics of selected reaches of the St. Croix River, Minnesota and Wisconsin, 2000	000546356	50631222		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:02-4147	I 19.42/4:02-4147		0624-B	0624-B (online)		2002	2002-0297-P.	FALSE		https://purl.fdlp.gov/GPO/LPS49143					
Subject added entry--topical term; Title statement	650; 245	Effects of lawn fertilizer on nutrient concentration in runoff from lakeshore lawns, Lauderdale Lakes, Wisconsin	000546476	50650989		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:02-4130			0624-B			2002		FALSE							
Subject added entry--topical term; Title statement; Subject added entry--corporate name	650; 245; 610	Surface-water quality-assurance plan for the Wisconsin District of the U.S. Geological Survey, Water Resources Division	000547500	50853336		Language material	a	Microfiche	b	Monograph/item	m	I			Department of the Interior			I 19.76:02-30	I 19.76:02-30		0624-H (MF)			2002	2002-0513-M.	FALSE							
Title statement; Added entry--corporate name; Varying form of title	245; 710; 246	Response of the St. Croix River pools, Wisconsin and Minnesota, to various phosphorus-loading scenarios	000547883	50945200		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:02-4181			0624-B	0624-B (online)		2002	2003-0040-P.	FALSE		https://purl.fdlp.gov/GPO/LPS99423					
Subject added entry--topical term; Title statement	650; 245	Lead Safe Services, Inc., Neenah, Wisconsin	000549975	51618500		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 20.7125/2:99-0305-2878			0499-F-16			2002	2003-0095-P.	FALSE							
Subject added entry--topical term; Title statement; Subject added entry--geographic name; Varying form of title	650; 245; 651; 246	Wisconsin, 2000, Summary population and housing characteristics: 2000 census of population and housing.	000550065	51632880		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.223/18:2000 PHC-1-51	C 3.223/18:2000 PHC-1-51		0159-B-49	0159-B-49 (online)		2002	2003-0016-S.	FALSE		https://purl.fdlp.gov/GPO/LPS26762					
Subject added entry--topical term; Title statement; Added entry--corporate name; Varying form of title	650; 245; 710; 246	Nutrient, trace-element, and ecological history of Musky Bay, Lac Courte Oreilles, Wisconsin, as inferred from sediment cores	000550502	51793814		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:02-4225			0624-B	0624-B (online)		2003	2003-0124-P.	FALSE		https://purl.fdlp.gov/GPO/LPS99227					
Subject added entry--topical term; Title statement; Added entry--corporate name	650; 245; 710	Soil survey of Pepin County, Wisconsin, subset of MLRA 105	000550615	51825843		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38/49:P 39	A 57.38/49:P 39		0102-B-49			2002	2003-0018-S.	FALSE							
Subject added entry--topical term; Title statement	650; 245	Simulation of the shallow aquifer in the vicinity of Silver Lake, Washington County, Wisconsin, using analytic elements	000550817	51892489		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:02-4204			0624-B	0624-B (online)		2003	2003-0142-P.	FALSE		https://purl.fdlp.gov/GPO/LPS99281					
Title statement	245	Nutrient and suspended-sediment concentrations and loads and benthic-invertebrate data for tributaries to the St. Croix River, Wisconsin and Minnesota, 1997-99	000550885	51916664		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:01-4162/2003			0624-B			2003	2003-0106-P.	FALSE							
Subject added entry--topical term; Title statement; Added entry--corporate name; Subject added entry--geographic name	650; 245; 710; 651	Surface-water-resources information for the Ho-Chunk Nation lands and vicinity, Wisconsin	000550968	51939654		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:02-4307	I 19.42/4:02-4307		0624-B	0624-B (online)		2003		FALSE		https://purl.fdlp.gov/GPO/LPS34157					
Subject added entry--topical term; Title statement	650; 245	Water quality and the effects of changes in phosphorus loading to Muskellunge Lake, Vilas County, Wisconsin	000551637	52161325		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:03-4011	I 19.42/4:03-4011		0624-B	0624-B (online)		2003	2003-0175-P.	FALSE		https://purl.fdlp.gov/GPO/LPS35846					
Subject added entry--topical term; Title statement; Subject added entry--geographic name	650; 245; 651	Water-quality assessment of part of the Upper Mississippi River Basin Study Unit, Minnesota and Wisconsin: nutrients, chlorophyll a, phytoplankton, and suspended sediment in streams, 1996-98	000552007	52315133		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:02-4287			0624-B			2003		FALSE							
Subject added entry--topical term; Title statement; Added entry--corporate name	650; 245; 710	Soil survey of Marathon County, Wisconsin	000552132	52350546		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38/49:M 32			0102-B-49	0102-B-49 (online)		2003	2003-0027-S.	FALSE		https://purl.fdlp.gov/GPO/LPS94944					
Title statement; Subject added entry--geographic name	245; 651	Hebron quadrangle, Illinois--Wisconsin: 7.5 minute series (topographic)	000552212	52362759		Cartographic material	e	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.81:42088-D 4-TF-024/992	I 19.81:42088-D 4-TF-024/992		0619-M-13			1992		FALSE							
Subject added entry--topical term; Title statement	650; 245	Remediation system evaluation Oconomowoc Electroplating Superfund site, Ashippun, Wisconsin	000553061	52570103		Language material	a	Electronic	s	Monograph/item	m	EP			Environmental Protection Agency			EP 10.102:2003016252			0431-X-01 (online)			2001		FALSE		https://purl.fdlp.gov/GPO/LPS32552					
Subject added entry--topical term; Title statement; Added entry--corporate name	650; 245; 710	Soil survey of Pepin County, Wisconsin, subset of MLRA 105	000553449	52755227		Language material	a	Electronic	s	Monograph/item	m	A			Department of Agriculture			A 57.38/49:P 39/2			0102-B-49 (online)			2001-		FALSE		https://purl.fdlp.gov/GPO/LPS34214					
Subject added entry--topical term; Title statement; Added entry--corporate name	650; 245; 710	Soil survey, Ozaukee County, Wisconsin	000553688	52824622		Language material	a	Electronic	s	Monograph/item	m	A			Department of Agriculture			A 57.38/49:OZ 1	A 57.38/49:OZ 1		0102-B-49 (online)			1970		FALSE		https://purl.fdlp.gov/GPO/LPS34807					
Subject added entry--topical term; Title statement; Subject added entry--geographic name	650; 245; 651	Measuring the economic impact of cooperatives: results from Wisconsin	000555011	53081080		Language material	a	Online	o	Monograph/item	m	A			Department of Agriculture			A 109.10:196			0064-A (online)			2003		FALSE		https://purl.fdlp.gov/GPO/LPS44627			https://www.rd.usda.gov/sites/default/files/RR196.pdf		
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Why study lakes?: an overview of USGS lake studies in Wisconsin	000555071	53092477		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.127:063-03	I 19.127:063-03		0621-L	0621-L (online)		2003	2003-0270-P.	FALSE		https://purl.fdlp.gov/GPO/LPS47194					
Title statement	245	Water quality in the upper Illinois River Basin, Illinois, Indiana, and Wisconsin, 1999-2001	000555926	53231299		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.4/2:1230	I 19.4/2:1230		0620-A	0620-A (online)		2004	2004-0174-P.	FALSE		https://purl.fdlp.gov/GPO/LPS49629					
Subject added entry--topical term; Title statement; Subject added entry--geographic name	650; 245; 651	Wisconsin, 2000, Population and housing unit counts	000556146	53282005		Language material	a	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 3.223/5:2000 PHC-3-51			0159-C-49	0159-C-49 (online)		2003	2004-0008-P.	FALSE		https://purl.fdlp.gov/GPO/LPS38808					
Subject added entry--topical term; Title statement	650; 245	Simulation of ground-water flow and rainfall runoff with emphasis on the effects of land cover, Whittlesey Creek, Bayfield County, Wisconsin, 1999-2001	000556648	53399001		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:03-4130	I 19.42/4:03-4130		0624-B	0624-B (online)		2003		FALSE		https://purl.fdlp.gov/GPO/LPS42995					
Subject added entry--topical term; Title statement; Added entry--corporate name; Varying form of title	650; 245; 710; 246	Effects of best-management practices in the Black Earth Creek Priority Watershed, Wisconsin, 1984-98	000556867	53451785		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:03-4163	I 19.42/4:03-4163		0624-B	0624-B (online)		2003	2004-0027-P.	FALSE		https://purl.fdlp.gov/GPO/LPS45696					
Subject added entry--topical term; Title statement; Added entry--corporate name	650; 245; 710	Hydrology, nutrient concentrations, and nutrient yields in nearshore areas of four lakes in northern Wisconsin, 1999-2001	000556912	53455058		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:03-4144	I 19.42/4:03-4144		0624-B	0624-B (online)		2003	2004-0038-P.	FALSE		https://purl.fdlp.gov/GPO/LPS53761					
Subject added entry--topical term; Title statement; Added entry--corporate name; Varying form of title	650; 245; 710; 246	Flood-frequency characteristics of Wisconsin streams	000558258	54078124		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:03-4250	I 19.42/4:03-4250		0624-B	0624-B (online)		2003	2004-0060-P.	FALSE		https://purl.fdlp.gov/GPO/LPS42878	https://purl.fdlp.gov/GPO/LPS42879	https://purl.fdlp.gov/GPO/LPS42880			
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Special education in plain language: user-friendly handbook on special education laws, policies, and practices in Wisconsin.	000558303	54100477		Language material	a	Microfiche	b	Monograph/item	m	ED			Department of Education			ED 1.310/2:459566	ED 1.310/2:459566		0466-A-03 (MF)			2001	2004-0107-M.	FALSE							
Title statement	245	Reconnaissance of mercury and methylmercury in the St. Croix River and selected tributaries, Minnesota and Wisconsin, July 2000 through October 2001	000558576	54368280		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:03-4223			0624-B			2003		FALSE							
Subject added entry--topical term; Title statement; Subject added entry--geographic name; Varying form of title	650; 245; 651; 246	Wisconsin crop insurance profile	000558863	54432645	58928739; 1098819723; 1296816674; 1296842854	Language material	a	Online	o	Serial	s	A			Department of Agriculture			A 62.66/49:			0123-C-49 (online)			19uu		FALSE		https://purl.fdlp.gov/GPO/LPS43719			https://www.rma.usda.gov/en/RMALocal/Wisconsin/State-Profile		
Subject added entry--topical term; Title statement	650; 245	Ward Brodt Music Mall, Madison, Wisconsin	000562082	55692098		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 20.7125/2:2003-0029-2923			0499-F-16	0499-F-16 (online)		2004	2004-0195-P.	FALSE		https://purl.fdlp.gov/GPO/LPS50443					
Subject added entry--topical term; Title statement; Added entry--corporate name	650; 245; 710	Soil survey of Florence County, Wisconsin	000562481	55955079		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38/49:F 66			0102-B-49	0102-B-49 (online)		2004	2004-0045-S.	FALSE		https://purl.fdlp.gov/GPO/LPS94964					
Subject added entry--topical term; Title statement	650; 245	County-level unemployment and median household income for Wisconsin	000562828	56097025		Language material	a	Electronic	s	Monograph/item	m	A			Department of Agriculture			A 93.71/49:	A 93.71/49:(DATE)		0042-X-49 (online)			19uu		FALSE		https://purl.fdlp.gov/GPO/LPS52386					
Subject added entry--topical term; Title statement	650; 245	National forests of Wisconsin: demographics and recreation participation	000565845	35314712		Language material	a	Microfiche	b	Monograph/item	m	A			Department of Agriculture			A 13.78:FPL-RP-542	A 13.78:FPL-RP-542		0083-B (MF)	0083-B (online)		1995	96-0410-M.	FALSE		https://purl.fdlp.gov/GPO/LPS44225					
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Plan for an integrated long-term water-monitoring network for Wisconsin	000566464	39501659		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.127:048-98	I 19.127:048-98		0621-L	0621-L (online)		1998?	1998-0294-P.	FALSE		https://purl.fdlp.gov/GPO/LPS51543					
Title statement	245	Nutrient sources within the Upper Mississippi River Basin, Minnesota and Wisconsin, 1991-93	000566704	40852723		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.127:121-98	I 19.127:121-98		0621-L	0621-L (online)		1998	1999-0123-P.	FALSE		https://purl.fdlp.gov/GPO/LPS53730					
Subject added entry--topical term; Title statement; Added entry--corporate name	650; 245; 710	Distribution and transport of polychlorinated biphenyls and associated particulates in the Milwaukee River System, Wisconsin, 1993-95	000566978	43318633	42404529	Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:99-4100	I 19.42/4:99-4100		0624-B	0624-B (online)		1999	1999-0353-P.	FALSE		https://purl.fdlp.gov/GPO/LPS24241					
Title statement	245	Benthic invertebrates of fixed sites in the Western Lake Michigan Drainages, Wisconsin and Michigan, 1993-95	000567194	44528012		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4:95-4211-D	I 19.42/4:95-4211-D		0624-B	0624-B (online)		2000		FALSE		https://purl.fdlp.gov/GPO/LPS34216					
Subject added entry--topical term; Title statement; Added entry--corporate name; Varying form of title	650; 245; 710; 246	Water-quality and lake-stage data for Wisconsin lakes	000570191	47827309		Language material	a	Microfiche	b	Serial	s	I			Department of the Interior			I 19.76:	I 19.76/4:		0624-H (MF)	0624-H-04 (MF)		19uu		FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	U.S. Geological Survey programs in Wisconsin	000571270	36707834		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.127:048-96			0621-L	0621-L (online)		1996?	1997-0181-P.	FALSE		https://purl.fdlp.gov/GPO/LPS56175					
Subject added entry--topical term; Title statement	650; 245	Herbicides in the Pecatonica and Yahara Rivers in southwestern Wisconsin, May 1996-July 1996	000571487	38317823		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.127:175-97	I 19.127:175-97		0621-L	0621-L (online)		1997?	98-0115-P.	FALSE		https://purl.fdlp.gov/GPO/LPS54959					
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Unit-area loads of suspended sediment, suspended solids, and total phosphorus from small watersheds in Wisconsin	000571507	38580888	38750391	Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.127:195-97	I 19.127:195-97		0621-L	0621-L (online)		1997?	98-0135-P.	FALSE		https://purl.fdlp.gov/GPO/LPS54967					
Subject added entry--topical term; Title statement	650; 245	Hydrology, water quality, and phosphorus loading of Kirby Lake, Barron County, Wisconsin	000571581	39463727		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.127:066-98	I 19.127:066-98		0621-L	0621-L (online)		1998?	98-0306-P.	FALSE		https://purl.fdlp.gov/GPO/LPS54945					
Subject added entry--topical term; Title statement	650; 245	Evaluation of a method for comparing phosphorus loads from barnyards and croplands in Otter Creek Watershed, Wisconsin	000571641	40896833		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.127:168-98	I 19.127:168-98		0621-L	0621-L (online)		1998	99-0139-P.	FALSE		https://purl.fdlp.gov/GPO/LPS54968					
Subject added entry--topical term; Title statement	650; 245	Wisconsin	000571780	43600703		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.127:051-99	I 19.127:051-99		0621-L	0621-L (online)		2000	2000-0149-P.	FALSE		https://purl.fdlp.gov/GPO/LPS54879					
Subject added entry--topical term; Title statement	650; 245	Digital bedrock geologic map of the Ashland and the northern part of the Ironwood 30ʹ x 60ʹ quadrangles, Wisconsin and Michigan	000571794	43892263		Cartographic material	e	Electronic	s	Monograph/item	m	I			Department of the Interior			I 19.76:99-546			0624-H	0624-H (online)		2000		FALSE		https://purl.fdlp.gov/GPO/LPS54476					
Subject added entry--topical term; Title statement	650; 245	Preliminary digital geologic map of the Penokean (early Proterozoic) continental margin in northern Michigan and Wisconsin	000571797	43903264		Cartographic material	e	Electronic	s	Monograph/item	m	I			Department of the Interior			I 19.76:99-547			0624-H	0624-H (online)		©2000		FALSE		https://purl.fdlp.gov/GPO/LPS54383					
Subject added entry--topical term; Title statement	650; 245	Impact of dredging on water quality of Kewaunee Harbor, Wisconsin	000572055	50681098		Language material	a	Microfiche	b	Monograph/item	m	D			Department of Defense			D 103.33/12:84-21			0335-B (MF)			1984		FALSE							
Subject added entry--topical term; Title statement	650; 245	Felker Brothers Corporation, Marshfield, Wisconsin	000572416	55089810		Language material	a	No attempt to code	|	Monograph/item	m	HE			Department of Health and Human Services			HE 20.7125/2:2003-0114-2924			0499-F-16	0499-F-16 (online)		2004	2004-0151-P.	FALSE		https://purl.fdlp.gov/GPO/LPS48605					
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Simulation of ground-water flow, surface-water flow, and a deep sewer tunnel system in the Menomonee Valley, Milwaukee, Wisconsin	000572545	56037234		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4-4:2004-5031			0624-B-02	0624-B-02 (online)		2004	2004-0232-P.	FALSE		https://purl.fdlp.gov/GPO/LPS54054					
General note; Subject added entry--topical term; Title statement; Added entry--corporate name	500; 650; 245; 710	Hydrologic, ecologic, and geomorphic responses of Brewery Creek to construction of a residential subdivision, Dane County, Wisconsin, 1999-2002	000573835	56835658		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4-4:2004-5156			0624-B-02	0624-B-02 (online)		2004	2005-0038-P.	FALSE		https://purl.fdlp.gov/GPO/LPS56616					
Subject added entry--topical term; Title statement	650; 245	Sediment and nutrient trapping efficiency of a constructed wetland near Delavan Lake, Wisconsin, 1993-1995	000573919	56890802		Language material	a	Electronic	s	Monograph/item	m	I			Department of the Interior			I 19.127:232-96			0621-L (online)			1996		FALSE		https://purl.fdlp.gov/GPO/LPS55308					
Subject added entry--topical term; Title statement	650; 245	Evaluating barnyard best management practices in Wisconsin using upstream-downstream monitoring	000574968	57300071		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.127:221-95			0621-L (online)			1995		FALSE		https://purl.fdlp.gov/GPO/LPS56548					
Subject added entry--topical term; Title statement	650; 245	Wisconsin potential field grids, derivative maps, and tectonic interpretations	000576868	56032913		Cartographic material	e	Electronic	s	Monograph/item	m	I			Department of the Interior			I 19.76:03-147			0624-H			2003		FALSE							
Subject added entry--topical term; Title statement; Added entry--corporate name	650; 245; 710	Effectiveness of a pressurized stormwater filtration system in Green Bay, Wisconsin: a study for the Environmental Technology Verification Program of the U.S. Environmental Protection Agency	000578238	57483707		Language material	a	No attempt to code	|	Monograph/item	m	I			Department of the Interior			I 19.42/4-4:2004-5222			0624-B-02	0624-B-02 (online)		2004	2005-0154-P.	FALSE		https://purl.fdlp.gov/GPO/LPS61199					
Subject added entry--topical term; Title statement; Subject added entry--geographic name	650; 245; 651	Wisconsin's forest resources in	000578331	60811255		Language material	a	Online	o	Serial	s	A			Department of Agriculture			A 13.163/49:			0084-N-49 (online)			2000		FALSE		https://purl.fdlp.gov/GPO/gpo52194					
Subject added entry--topical term; Title statement; Added entry--corporate name	650; 245; 710	Soil survey of Menominee County, Wisconsin	000578804	60582969		Language material	a	No attempt to code	|	Monograph/item	m	A			Department of Agriculture			A 57.38/49:M 52			0102-B-49	0102-B-49 (online)		2004	2005-0020-S.	FALSE		https://purl.fdlp.gov/GPO/LPS94938					
Subject added entry--topical term; Title statement	650; 245	Act to Designate the Facility of the United States Postal Service Located at 215 Martin Luther King, Jr. Boulevard in Madison, Wisconsin, as the "Robert M. La Follette, Sr. Post Office Building."	000579154	61253242		Language material	a	No attempt to code	|	Monograph/item	m	AE			National Archives and Records Administration			AE 2.110:109-15			0575	0575 (online)		2005	2005-0196-P.	FALSE		https://purl.fdlp.gov/GPO/LPS62738	https://purl.fdlp.gov/GPO/LPS62739				
Title statement	245	Downwelled longwave surface irradiance data from five sites for the FIRE/SRB Wisconsin experiment from October 12 through November 2, 1986	000579352	61279674		Language material	a	Microfiche	b	Monograph/item	m	NAS			National Aeronautics and Space Administration			NAS 1.15:102597			0830-D (MF)			1990	91-0531-M.	FALSE							
Subject added entry--topical term; Title statement	650; 245	Downward shortwave surface irradiance from 17 sites for the FIRE/SRB Wisconsin Experiment from October 12 through November 2, 1986	000579606	61356220		Language material	a	Microfiche	b	Monograph/item	m	NAS			National Aeronautics and Space Administration			NAS 1.15:102596			0830-D (MF)	0830-D (online)		1990		FALSE		https://purl.fdlp.gov/GPO/LPS63139					
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: city of River Falls, Wisconsin, Pierce and St. Croix Counties.	000581798	54024904		Language material	a	Microfiche	b	Monograph/item	m	FEM			Federal Emergency Management Agency			FEM 1.209/49:550330V000A			0594-C-49 (MF)			2002	2003-0081-M.	FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: city of Sheboygan, Wisconsin, Sheboygan County.	000581886	54024515		Language material	a	Microfiche	b	Monograph/item	m	FEM			Federal Emergency Management Agency			FEM 1.209/49:550430V000A			0594-C-49 (MF)			2002	2003-0051-M.	FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: Lincoln County, Wisconsin, unincorporated areas.	000581914	54009374		Language material	a	Microfiche	b	Monograph/item	m	FEM			Federal Emergency Management Agency			FEM 1.209/49:550585V000A			0594-C-49 (MF)			2003	2003-0133-M	FALSE							
Subject added entry--topical term; Title statement; Varying form of title	650; 245; 246	Flood insurance study: Winnebago County, Wisconsin and incorporated areas.	000581967	54024688		Language material	a	Microfiche	b	Monograph/item	m	FEM			Federal Emergency Management Agency			FEM 1.209/49:55139CV000A			0594-C-49 (MF)			2003	2003-0114-M.	FALSE							
General note; Title statement; Varying form of title	500; 245; 246	United States--Great Lakes, Lake Michigan--Michigan--Wisconsin, upper Green Bay	000584885	63189589		Cartographic material	e	No attempt to code	|	Monograph/item	m	C			Department of Commerce			C 55.418/7:14909/2005			0191-B-16			2005	2006-0003-S.	FALSE							
Subject added entry--topical term; Title statement	650; 245	Ambient water quality criteria recommendations: information supporting the development of state and tribal nutrient criteria for rivers and streams in nutrient ecoregion VI-corn belt And northern great plains including all or parts of the states of South Dakota, North Dakota, Nebraska, Minnesota, Iowa, Illinois, Wisconsin, Indiana, Michigan, Ohio	000586156	64628872		Language material	a	Electronic	s	Monograph/item	m	EP			Environmental Protection Agency			EP 2.2:AM 1/5			0473-A-01 (online)			2000		FALSE		https://purl.fdlp.gov/GPO/LPS67119					
